fam162a	FAM162B
cfp	CFP
laptm4b	LAPTM4B
hs3st3l	HS3ST6
snx4	SNX4
vegfba	VEGFB
vps53	VPS53
tp53bp2b	TP53BP2
ddo	DDO
stmn4l	STMN4
lrrc8ab	LRRC8A
plcd3a	PLCD3
dhrs7cb	DHRS7C
gata3	GATA3
mfsd2ab	MFSD2A
nmu	NMU
pla2g15	PLA2G15
crema	CREM
ikbkg	IKBKG
klf7a	KLF7
prmt1	PRMT1
pi4k2a	PI4K2A
nek7	NEK7
cdkn2d	CDKN2D
fundc1	FUNDC1
btg4	BTG4
abi3b	ABI3
gpnmb	GPNMB
plac8.2	PLAC8
myo19	MYO19
l3mbtl2	L3MBTL2
cers1	CERS1
kpnb3	IPO5
si:dkeyp-69b9.6	ZNF865
hspa12a	HSPA12A
mef2b	MEF2B
si:dkey-261m9.12	H1-6
cdca7a	CDCA7
dph3	DPH3
slc30a8	SLC30A8
itgb2	ITGB2
cplx3b	CPLX3
phf14	PHF14
efhc2	EFHC2
mafb	MAF
gpr137bb	GPR137B
mgll	MGLL
nr3c2	NR3C2
f10	F10
necab3	NECAB3
kank1a	KANK1
zgc:112962	TOR1AIP1
zgc:112962	TOR1AIP2
mmachc	MMACHC
add2	ADD2
il17a/f1	IL17F
kcnk1a	KCNK1
dgkza	DGKZ
aar2	AAR2
adam9b	ADAM18
adam9b	ADAM20
adam9b	ADAM32
adam9b	ADAM7
adam9b	ADAM21
adam9b	ADAM30
adam9b	ADAM29
adam9b	ADAMDEC1
adam9b	ADAM2
adam9b	ADAM10
epha6	EPHA6
zgc:64051	CD53
lrrc31	LRRC31
cobll1b	COBLL1
cela1.2	CELA1
cdt1	CDT1
abcg1	ABCG1
cbx2	CBX2
pgap3	PGAP3
ythdf3	YTHDF3
unc119b	UNC119B
eif3eb	EIF3E
phf23a	PHF23
fam49a	CYRIA
tspan12	TSPAN12
ncam2	NCAM2
hcn4	HCN4
camkk1b	CAMKK1
fabp4b	FABP5
fabp4b	PMP2
fabp4b	FABP12
fabp4b	FABP9
ankrd33aa	ANKRD33
brd8a	BRD8
mn1b	MN1
rhcgl1	RHCG
fkbp1b	FKBP1B
cux2b	CUX2
smyd5	SMYD5
cnpy1	CNPY1
ing1	ING1
washc5	WASHC5
anxa13l	ANXA8L1
anxa13l	ANXA8
anxa13l	ANXA9
anxa13l	ANXA13
zfat	ZFAT
ddhd1a	DDHD1
kirrel3a	KIRREL3
si:ch211-282j17.12	SEPTIN14
elk1	ELK1
mfsd2b	MFSD2B
aprt	APRT
scn4bb	SCN4B
npb	NPW
npb	NPB
ndst2b	NDST2
atg9a	ATG9A
naa38	NAA38
jun	JUN
pter	PTER
fgfr1b	FGFR1
rbm33b	RBM33
tbc1d9	TBC1D9
pcolce2b	PCOLCE2
dhx40	DHX40
wdcp	WDCP
kif1aa	KIF1A
tgfa	TGFA
kcnk5a	KCNK5
st6galnac6	ST6GALNAC6
pfkpb	PFKP
st3gal1l3	ST3GAL1
u2surp	U2SURP
capn1	CAPN1
si:ch211-282j17.13	SEPTIN14
palm1a	PALM
rapgef2b	RAPGEF2
fam114a1	FAM114A1
slc2a11a	SLC2A11
dand5	DAND5
ncln	NCLN
gsk3bb	GSK3B
mastl	MASTL
tmprss3a	TMPRSS3
prickle1b	PRICKLE1
itsn2a	ITSN2
si:ch211-66i15.4	CIMAP3
si:ch211-207i20.2	ZNF275
cnnm2a	CNNM2
tmem150b	TMEM150B
dnajc9	DNAJC9
odf3l2a	CIMAP1D
pigw	PIGW
bivm	BIVM
bivm	ERCC5
stx5a	STX5
oaz1a	OAZ1
neil1	NEIL1
cbfa2t2	CBFA2T2
stag2a	STAG2
gipc3	GIPC3
nasp	NASP
zgc:112185	C8orf33
zdhhc17	ZDHHC17
adsl	ADSL
dlgap1b	DLGAP1
med30	MED30
pknox1.1	PKNOX1
bsx	VENTX
bsx	DLX4
si:dkey-119m7.4	SLC22A6
si:dkey-119m7.4	SLC22A9
si:dkey-119m7.4	SLC22A12
si:dkey-119m7.4	SLC22A24
si:dkey-119m7.4	SLC22A3
si:dkey-119m7.4	SLC22A14
si:dkey-119m7.4	SLC22A1
si:dkey-119m7.4	SLC22A10
si:dkey-119m7.4	SLC22A25
si:dkey-119m7.4	SLC22A5
si:dkey-119m7.4	SLC22A4
si:dkey-119m7.4	SLC22A11
mthfs	MTHFS
fam83b	FAM83B
tpd52l2b	TPD52L2
pex10	PEX10
pth2ra	PTH2R
adcyap1a	ADCYAP1
paip1	PAIP1
atp6v0a1a	ATP6V0A1
smpd1	SMPD1
zgc:66474	HIC1
rbm38	RBM38
nck2b	NCK2
slc35g2a	SLC35G2
ccn6	CCN6
snx10b	SNX10
tmem161a	TMEM161A
mlec	MLEC
arhgap23a	ARHGAP23
nid1b	NID1
prkd2	PRKD2
napba	NAPB
tube1	TUBE1
map3k20a	MAP3K20
kcnc1a	KCNC1
frmd3	FRMD3
mipb	MIP
arcn1a	ARCN1
ube2f	UBE2F
ilk	ILK
slx1b	SLX1B
slx1b	SLX1A
taf8	TAF8
ube2h	UBE2H
klc3	KLC3
klc3	KLC4
cavin1a	CAVIN1
slc35f3a	SLC35F3
nolc1	NOLC1
snx1a	SNX1
slc3a2a	SLC3A2
cbln4	CBLN4
tufm	TUFM
chrm5b	CHRM5
itgb1a	ITGB1
st3gal3a	ST3GAL3
nfixa	NFIX
shisa4	SHISA4
ubxn2a	UBXN2A
C20H6orf58	C6orf58
cabp5a	CABP5
snx24	SNX24
podxl	PODXL
rab43	RAB43
tgfb1b	TGFB1
prozb	PROZ
faah2b	FAAH2
atp6ap1b	ATP6AP1
shtn1	SHTN1
entpd1	ENTPD1
tox2	TOX2
p3h3	P3H3
edem1	EDEM1
crybg1b	CRYBG1
bicd1a	BICD1
ncapd2	NCAPD2
dnajc18	DNAJB1
dnajc18	DNAJB8
dnajc18	DNAJB7
tnfrsfa	TNFRSF25
tnfrsfa	TNFRSF11A
tnfrsfa	TNFRSF4
tnfrsfa	TNFRSF10C
tnfrsfa	TNFRSF10B
tnfrsfa	TNFRSF10D
tnfrsfa	LTBR
tnfrsfa	TNFRSF18
tnfrsfa	TNFRSF10A
tnfrsfa	CD27
tnfrsfa	TNFRSF14
tnfrsfa	TNFRSF8
ropn1l	ROPN1L
stpg1	STPG1
mrvi1	IRAG1
mdc1	MDC1
matn3b	MATN3
zfhx3a	ZFHX2
taf3	TAF3
lamp2	LAMP2
st6galnac4	ST6GALNAC4
tmem72	TMEM72
zgc:100868	PRSS33
zgc:100868	KLK15
zgc:100868	PRSS48
snap29	SNAP29
nt5c2l1	NT5DC4
cep126	CEP126
phkb	PHKB
pdcd6	PDCD6
nelfa	NELFA
sst2	SST
ywhag2	YWHAG
rabl2	RABL2B
rabl2	RABL2A
si:ch1073-391i24.1	PTPRM
tgfbr3	TGFBR3
selenom	SELENOM
si:dkey-96f10.1	PFKFB1
rbfa	RBFA
si:ch211-13f8.1	KIAA1614
lrrc15	TLR3
shank1	SHANK1
eno4	ENO4
epas1b	EPAS1
ppp2r5a	PPP2R5A
atad2b	ATAD2B
bhlhe22	BHLHE22
grip2b	GRIP2
plch1	PLCH1
fermt2	FERMT2
bud23	BUD23
ercc2	ERCC2
drd2b	DRD2
grm1b	GRM1
tph1a	TPH1
avpi1	AVPI1
arhgef28a	ARHGEF28
entpd2b	ENTPD2
fam83ha	FAM83H
lyve1a	LYVE1
spred3	SPRED3
hspbp1	HSPBP1
eif4g3b	EIF4G3
slc37a4bl	SLC17A3
slc37a4bl	SLC17A2
slc37a4bl	SLC17A5
slc37a4bl	SLC17A4
slc37a4bl	SLC17A1
dtl	DTL
ankrd33ba	ANKRD33B
mtres1	MTRES1
dyrk1aa	DYRK1A
dolpp1	DOLPP1
cpa1	CPA1
fam53c	FAM53C
glrbb	GLRB
cela1.3	CELA1
tasp1	TASP1
ncor2	NCOR2
ecrg4b	ECRG4
mab21l1	MAB21L1
nbeab	NBEA
si:dkey-261m9.17	H4C16
cobl	COBL
aven	AVEN
ppdpfb	PPDPF
ppdpfb	PPDPFL
adnpb	ADNP
cd151	CD151
ssbp2b	SSBP2
best2	BEST2
tpm4a	TPM4
cep41	CEP41
atrx	ATRX
ap3s2	AP3S2
zgc:165423	TPSD1
zgc:165423	TPSG1
zgc:165423	TPSAB1
zgc:165423	TPSB2
crtap	CRTAP
gria2b	GRIA2
arr3a	ARR3
ube2q2	UBE2Q2
ints7	INTS7
dytn	DYTN
mapre2	MAPRE2
zgc:153405	H1-6
ntrk2b	NTRK2
zgc:194621	EPSTI1
ryr3	RYR3
zgc:101858	DHRS2
zgc:101858	CBR3
zgc:101858	DHRS4
zgc:101858	DHRS4L2
pabpc1l	PABPC1L
cinp	CINP
tmpoa	LEMD1
tmpoa	TMPO
stmn2a	STMN2
mpzl2b	MPZL2
atp11c	ATP11C
kcnj1a.5	KCNJ1
snrnp48	SNRNP48
tmem238a	TMEM238
keap1b	KEAP1
golm2	GOLM2
nherf1a	NHERF1
si:ch211-230g15.5	SAMD1
kcnj1a.3	KCNJ1
ebi3	EBI3
get3	GET3
gtf2h5	GTF2H5
cdh26.1	CDH26
kcnj1a.4	KCNJ1
glsa	GLS
meaf6	MEAF6
kcnj1a.2	KCNJ1
spoplb	SPOPL
lrpprc	LRPPRC
eps8l3b	EPS8L3
kcnj1a.6	KCNJ1
rec8b	REC8
emilin2a	EMILIN2
ralgapb	RALGAPB
ing3	ING3
mrpl39	MRPL39
rnasekb	RNASEK
sec61g	SEC61G
rad23aa	RAD23A
sgce	SGCE
C20H6orf58	C6orf58
si:dkey-33c12.4	TTC31
nyap2b	NYAP2
dennd3b	DENND3
mpp4b	MPP4
slc7a9	SLC7A9
BACC1	BACC1
lin28aa	LIN28A
adnp2a	ADNP2
skilb	SKIL
nnt	NNT
si:rp71-19m20.1	C10orf88
dis3	DIS3
nop53	NOP53
slc4a2a	SLC4A2
stox2a	STOX2
tpk1	TPK1
mecr	MECR
sf3b2	SF3B2
hsh2d	HSH2D
lmf2b	LMF2
hsf2bp	HSF2BP
PRLHR	PRLHR
stk11	STK11
oxgr1b	OXGR1
serping1	SERPING1
pms2	PMS2
cd164l2	CD164L2
st6galnac5b	ST6GALNAC5
mark3a	MARK3
htra4	HTRA4
uqcc4	UQCC4
fgd4a	FGD4
pkn3	PKN3
hs6st3b	HS6ST3
kiaa0232	KIAA0232
plch2a	PLCH2
fam20b	FAM20B
armc1	ARMC1
dap	DAP
pdgfc	PDGFC
atp6v1aa	ATP6V1A
cbr1l	DHRS2
cbr1l	CBR3
cbr1l	DHRS4
cbr1l	DHRS4L2
ush1c	USH1C
smfn	REXO2
klhl11	KLHL11
tph1b	TPH1
rcvrn3	RCVRN
cryaa	CRYAA
dysf	DYSF
tmem184bb.2	TMEM184B
abcg2b	ABCG2
ccr2	CCR5
ccr2	CCR8
ccr2	CCR2
ccr2	CCR4
ccr2	CCRL2
ccr2	CCR1
ccr2	CCR3
pard3ab	PARD3
THEM6	THEM6
dhdds	DHDDS
mlh1	MLH1
tspan18a	TSPAN18
colgalt2a	COLGALT2
adamts12	ADAMTS12
rpl34	RPL34
sik1	SIK1
them6	THEM6
atp5pb	ATP5PB
wwox	WWOX
il1fma	IL1B
il1fma	IL1RN
il1fma	IL36A
il1fma	IL1F10
il1fma	IL36G
il1fma	IL36B
il1fma	IL37
il1fma	IL36RN
svila	SVIL
ggt1l2.2	GGTLC2
ggt1l2.2	GGTLC3
ggt1l2.2	GGT1
ggt1l2.2	GGTLC1
rfc5	RFC5
napbb	NAPB
cacna1eb	CACNA1E
myl2b	MYL2
abrab	ABRA
nif3l1	NIF3L1
adgrb3	ADGRB3
decr2	DECR2
atp5f1c	ATP5F1C
nrgna	NRGN
tyro3	TYRO3
trpc5b	TRPC5
itpk1b	ITPK1
gpn2	GPN2
myo1g	MYO1G
rassf8b	RASSF8
poli	POLI
smarca4a	SMARCA4
isy1	ISY1
fbrs	FBRS
eprs1	EPRS1
hmgb3b	HMGB3
gdpd3b	GDPD3
lin28ab	LIN28A
kif6	KIF6
stab1	STAB1
zpax4	C16orf96
zpax4	ZP1
zpax4	ZP2
cxcl12a	CXCL12
s1pr5b	S1PR5
wdfy2	WDFY2
mmp28	MMP28
loxa	LOX
gramd4b	GRAMD4
irak3	IRAK3
mvp	MVP
aldoaa	ALDOA
aclyb	ACLY
smap2	SMAP2
wsb2	WSB2
znf644b	ZNF644
cul3b	CUL3
mmp16b	MMP16
vsnl1a	VSNL1
nptnb	NPTN
ppardb	PPARD
lhx9	LHX9
glt8d1	GLT8D1
col18a1a	COL18A1
si:ch211-207g17.3	CCR5
si:ch211-207g17.3	CCR8
si:ch211-207g17.3	CCR2
si:ch211-207g17.3	CCR4
si:ch211-207g17.3	CCRL2
si:ch211-207g17.3	CCR1
si:ch211-207g17.3	CCR3
taf5	TAF5
pglyrp6	PGLYRP2
spata2l	SPATA2L
cldn10a	CLDN10
ampd3a	AMPD3
dynlt5	DYNLT5
tomm20b	TOMM20
skic2	SKIC2
tgif1	TGIF1
cln3	CLN3
s1pr4	S1PR4
her6	HES1
hyal3	HYAL3
atp11b	ATP11B
lrrc24	LRRC24
rec114	REC114
mbtd1	MBTD1
gfra4b	GFRA4
prkar2aa	PRKAR2A
chst12b.6	CHST12
gtdc1	GTDC1
si:dkeyp-115e12.6	CENPF
grip2a	GRIP2
dcun1d3	DCUN1D3
C5H9orf85	C9orf85
erap1a	ERAP1
rapgef1a	RAPGEF1
hmbox1a	HMBOX1
arl6ip5b	ARL6IP5
themis	THEMIS
rbm34	RBM34
ap2a1	AP2A1
psme3ip1	PSME3IP1
psmd8	PSMD8
pygmb	PYGM
strap	STRAP
lhx6a	LHX6
zgc:158423	SLC3A2
pccb	PCCB
si:ch211-215e19.7	FCAMR
saysd1	SAYSD1
ankrd44	ANKRD44
nsd3	NSD3
cracr2b	CRACR2B
chst12b.5	CHST12
tom1	TOM1
lrif1	LRIF1
mtmr7a	MTMR7
ano9a	ANO9
ccdc15	CCDC15
rangap1b	RANGAP1
rnf40	RNF40
mrrf	MRRF
chst12b.4	CHST12
cabp1a	CABP1
rint1	RINT1
ggnbp2	GGNBP2
setx	SETX
setx	CT55
setx	MOV10L1
stag1a	STAG1
stox1	STOX1
kcmf1	KCMF1
arrdc3a	ARRDC3
susd5	SUSD5
nelfe	NELFE
gpcpd1	GPCPD1
tent4a	TENT4A
saal1	SAAL1
ing2	ING2
smc1b	SMC1B
mgat4a	MGAT4A
srcap	SRCAP
amh	AMH
tnrc6bb.2	TNRC6B
helz2b	HELZ2
bag3	BAG3
rbm18	RBM18
sod3b	SOD3
slc44a5b	SLC44A5
isl2b	ISL2
pdf	PDF
pdgfbb	PDGFB
sf3b1	SF3B1
cfap92	CFAP92
polr1a	POLR1A
asxl2	ASXL2
lmod1b	LMOD1
ppp1r9a	PPP1R9A
ntm	IGSF5
ntm	OPCML
espnlb	ESPNL
GPT	GPT
otud5a	OTUD5
arhgap15	ARHGAP15
myct1a	MYCT1
zp2l1	C16orf96
prkceb	PRKCE
mrps6	MRPS6
serac1	SERAC1
slc45a4b	SLC45A4
mycbp2	MYCBP2
ctdsp2	CTDSP2
camk2g1	CAMK2G
dnase1l1	DNASE1L1
alkal2a	ALKAL2
dlgap5	DLGAP5
gkap1	GKAP1
si:ch211-89o9.4	ZNF638
commd4	COMMD4
lta4h	LTA4H
tbce	TBCE
zc3h4	ZC3H4
luzp2	LUZP2
st6gal2b	ST6GAL2
enpep	ENPEP
mlip	MLIP
arid1aa	ARID1A
wnt4	WNT4
slc6a2	SLC6A2
chd8	CHD8
pgm2l1	PGM2L1
psmd14	PSMD14
thap11	THAP11
camk4	CAMK4
zgc:153115	KLF16
zgc:153115	KLF18
zgc:153115	KLF14
zgc:153115	KLF17
kcnq2b	KCNQ2
baz2a	BAZ2A
zmat1	ZMAT1
pafah1b2	PAFAH1B2
sec22bb	SEC22B
chtopb	CHTOP
pptc7a	PPTC7
uri1	URI1
tubgcp3	TUBGCP3
kcnh2a	KCNH2
sulf2a	ARSL
sulf2a	ARSH
sulf2a	ARSF
unc5da	UNC5D
ifih1	IFIH1
ripply2	RIPPLY1
arhgap4b	ARHGAP4
gtpbp2b	GTPBP2
fyb1b	FYB1
arl6	ARL6
kcnj1a.1	KCNJ1
gfod2	GFOD2
srsf6a	SRSF6
cept1b	CEPT1
foxp4	FOXP4
si:dkey-161j23.5	KATNIP
b4galnt1a	B4GALNT1
chst12b.2	CHST12
figla	FIGLA
adma	ADM
si:ch211-215e19.6	FCAMR
adissp	ADISSP
ptch2	PTCH2
cbsb	CBS
znf839	ZNF839
C22H1orf53	C1orf53
cdkn1ba	CDKN1B
anxa3a	ANXA3
cdc20	CDC20
kitlgb	KITLG
c3a.5	C3
trmt6	TRMT6
osgin2	OSGIN2
sgip1b	SGIP1
pla2g7	PLA2G7
sall3a	SALL3
baiap2l2a	BAIAP2L2
dao.1	DAO
nog1	NOG
csrp2	CSRP2
tssk6	TSSK6
gcgb	GCG
MYO9B	MYO9B
mtfr1	MTFR1
gatad2ab	GATAD2A
septin12	SEPTIN12
timm17a	TIMM17A
mns1	MNS1
galns	GALNS
dmac2	DMAC2
adam23a	ADAM23
fbxl2	FBXL2
acad9	ACAD9
adpgk	ADPGK
slc35d1b	SLC35D1
nrp1a	NRP1
scaper	SCAPER
upp1	UPP1
bend3	BEND3
oxnad1	OXNAD1
katnip	KATNIP
cep78	CEP78
chrna4a	CHRNA4
cela1.4	CELA1
znrd2	ZNRD2
acbd5a	ACBD5
ckma	CKM
papss1	PAPSS1
csf2rb	IL2RB
shisa7a	SHISA7
acsl4b	ACSL4
fgf18a	FGF18
tmem18	TMEM18
cd8b	CD8B
cd8b	CD8B2
wizb	WIZ
aip	AIP
specc1lb	SPECC1L
prpsap2	PRPSAP2
hprt1l	PRTFDC1
wiza	WIZ
gstk2	GSTK1
stip1	STIP1
anpepb.1	ANPEP
ctdspl2a	CTDSPL2
apoeb	APOE
kcnk13a	KCNK13
sf3b6	SF3B6
dtna	DTNA
klf3	KLF3
aqp3b	AQP3
cpeb1a	CPEB1
gip	GIP
uggt2	UGGT2
si:ch211-215e19.4	FCAMR
si:dkey-161j23.7	KATNIP
ranbp10	RANBP10
chst12b.3	CHST12
rapgef4a	RAPGEF4
dmrt1	DMRT1
nrf1	NRF1
cbx6b	NPTXR
ace2	ACE2
zgc:113423	BEND2
tdrd6a	TDRD6
adcyap1b	ADCYAP1
tbc1d2	TBC1D2
si:ch211-188p14.5	MSLNL
zbtb26	ZBTB26
cox6b1	COX6B2
raver2	RAVER2
cwc15	CWC15
abcc4	ABCC4
clocka	CLOCK
si:ch211-188p14.4	MSLNL
nek6	NEK6
mtrf1l	MTRF1L
tsnare1	TSNARE1
gnb3a	GNB3
slc35f2l	SLC35F2
pvalb6	PVALB
c3b.2	C3
sirt2	SIRT2
mcmbp	MCMBP
hdhd3	HDHD3
nbn	NBN
pdia6	PDIA6
cpa5	CPA1
tbx6	TBX6
ucp1	UCP1
zfyve27	ZFYVE27
mcm8	MCM8
fermt3a	FERMT3
arfrp1	ARFRP1
slc2a11l	SLC2A7
slc2a11l	SLC2A3
slc2a11l	SLC2A14
clul1	CLUL1
spock1	SPOCK1
rad54b	RAD54B
anpepb.2	ANPEP
st8sia1	ST8SIA1
znf148	ZNF148
lpcat2	LPCAT2
fam89b	FAM89B
si:zfos-169g10.2	SSTR5
gramd1ba	GRAMD1B
nme6	NME6
npr1b	NPR2
arl8ba	ARL8B
dyrk1b	DYRK1B
lcat	LCAT
tafa4b	TAFA3
si:ch73-281k2.5	NOTCH2
apobb.1	APOB
inpp5f	INPP5F
cd8a	CD8A
ppid	PPID
fam234a	FAM234A
plac8.1	PLAC8
cped1	CPED1
kif23	KIF23
psap	PSAP
pcyt2	PCYT2
yes1	YES1
si:ch211-147g22.4	HLA-G
si:ch211-147g22.4	HLA-B
si:ch211-147g22.4	HLA-F
si:ch211-147g22.4	HLA-C
si:ch211-147g22.4	HLA-E
si:ch211-147g22.4	HLA-A
ece2a	EEF1AKMT4
kmt5c	KMT5C
atg10	ATG10
kcnk4a	KCNK4
kl	KL
pdss2	PDSS2
mnta	MNT
cela1.5	CELA1
sbf2	SBF2
znf143b	ZNF143
rfc3	RFC3
scly	SCLY
apex2	APEX2
vps29	VPS29
vps26c	VPS26C
nek4	NEK4
fermt1	FERMT1
barhl2	BARHL2
ints6	INTS6
pcnt	PCNT
gpn3	GPN3
neo1b	NEO1
gtpbp10	GTPBP10
hpcal1	HPCAL1
tmem179aa	TMEM179
pstpip1b	PSTPIP1
elac2	ELAC2
ccdc135	DRC7
mhc1lja	ULBP3
mhc1lja	RAET1E
mhc1lja	CD1A
mhc1lja	CD1C
mhc1lja	RAET1L
mhc1lja	CD1D
mhc1lja	CD1E
mhc1lja	ULBP1
mhc1lja	ULBP2
mhc1lja	RAET1G
mhc1lja	CD1B
yars1	YARS1
maptb	MAPT
ism1	ISM1
slc22a16	SLC22A16
ghra	IL12RB1
ghra	IL11RA
ghra	GHR
ghra	CRLF2
ghra	IL2RG
ghra	OSMR
ghra	IL27RA
ghra	IL3RA
ghra	IL6R
ghra	IL23R
ghra	IL13RA1
zmat2	ZMAT2
alg13	ALG13
mmrn2a	MMRN2
si:dkey-8l13.5	C11orf16
arpc3	ARPC3
sema4ba	SEMA4B
akip1	AKIP1
spcs1	SPCS1
dot1l	DOT1L
gas1b	GAS1
cdk2ap2	CDK2AP2
sae1	SAE1
ube2s	UBE2S
fam83ga	FAM83G
mhc1lfa	ULBP3
mhc1lfa	RAET1E
mhc1lfa	CD1A
mhc1lfa	CD1C
mhc1lfa	RAET1L
mhc1lfa	CD1D
mhc1lfa	CD1E
mhc1lfa	ULBP1
mhc1lfa	ULBP2
mhc1lfa	RAET1G
mhc1lfa	CD1B
primpol	PRIMPOL
gcga	GCG
mettl16	METTL16
bscl2	BSCL2
synj2bp	SYNJ2BP
nfat5a	NFAT5
dennd1b	DENND1B
bmpr1aa	BMPR1A
cdca3	CDCA3
ctnnd2a	CTNND2
grapa	GRAP
grapa	GRAPL
angpt1	ANGPT1
bpnt1	BPNT1
zgc:92040	PRODH2
nphp3	NPHP3
cdpf1	CDPF1
ca4b	CA4
kcnj5	KCNJ5
cox19	COX19
klhl10b.1	KLHL10
plk4	PLK4
ctdspl2b	CTDSPL2
ercc6	ERCC6
pde7a	PDE7A
apoc1	APOC1
etfdh	ETFDH
brat1	BRAT1
pimr7	SMC5
stat3	STAT3
stmn3	STMN3
trub2	TRUB2
srd5a1	SRD5A1
pcid2	PCID2
smc1al	SMC1A
s100s	S100A2
s100s	S100A3
s100s	S100A14
s100s	S100A4
s100s	S100A6
s100s	S100G
s100s	CRNN
s100s	S100A7
s100s	S100A7A
s100s	S100A9
s100s	S100A8
s100s	S100A5
asb4	ASB4
iscub	ISCU
them4	THEM4
ptprk	PTPRK
nup205	NUP205
srek1ip1	SREK1IP1
baalcb	BAALC
plbd1b	PLBD1
bmp2b	BMP2
actn3b	ACTN3
ssh2a	SSH2
tet3	TET3
cwc27	CWC27
eef2l2	EEF2
amer3	AMER3
fbxo4	FBXO4
tmem176l.3a	MS4A18
tmem176l.3a	MS4A10
tmem176l.3a	MS4A14
tmem176l.3a	MS4A1
tmem176l.3a	MS4A2
tmem176l.3a	MS4A13
tmem176l.3a	MS4A6E
tmem176l.3a	MS4A6A
tmem176l.3a	MS4A15
tmem176l.3a	MS4A5
tmem176l.3a	MS4A7
cnbpb	ZCCHC13
cnbpb	CNBP
dao.3	DAO
lgals9l6	LGALS16
lgals9l6	LGALS13
lgals9l6	LGALS14
papola	PAPOLA
htra1b	HTRA1
uba5	UBA5
opcml	NTM
pcdh19	PCDH19
uspl1	USPL1
jarid2a	JARID2
nab1a	NAB1
nipa1	NIPA1
kcna1a	KCNA1
mid1ip1a	MID1IP1
cacna1ba	CACNA1B
axdnd1	AXDND1
eogt	EOGT
lgals9l5	LGALS16
lgals9l5	LGALS13
lgals9l5	LGALS14
cnot4a	CNOT4
tdp1	TDP1
rimoc1	RIMOC1
tmem167a	TMEM167A
kctd17	KCTD17
tcf12	TCF12
cnot7	CNOT7
si:ch211-137i24.12	IGLV11-55
fbxw2	FBXW2
sobpa	SOBP
med27	MED27
helz2a	HELZ2
plod3	PLOD3
zdhhc18a	ZDHHC18
ino80e	INO80E
si:dkey-122a22.2	EPHX3
creg2	CREG2
trmt44	TRMT44
cnksr1	CNKSR1
epn1b	EPN1
rad9b	RAD9B
adarb1b	ADARB1
lcp2a	LCP2
tmem237b	TMEM237
pigrl3.5	FCAMR
paplna	PAPLN
abhd17b	ABHD17B
slc66a3	SLC66A3
stk38b	STK38
nup85	NUP85
ifi44b	IFI44L
ifi44b	IFI44
mhc1lda	ULBP3
mhc1lda	RAET1E
mhc1lda	CD1A
mhc1lda	CD1C
mhc1lda	RAET1L
mhc1lda	CD1D
mhc1lda	CD1E
mhc1lda	ULBP1
mhc1lda	ULBP2
mhc1lda	RAET1G
mhc1lda	CD1B
cyth4b	CYTH4
dbndd1	DBNDD1
gcat	GCAT
vsx2	VSX2
hmgn2	HMGN2
hmgn2	HMGN4
nav3	NAV3
gra	EIF4EBP2
si:ch211-262i1.5	THAP6
pgam5	PGAM5
arhgef7a	ARHGEF7
necap1	NECAP1
coch	COCH
med13b	MED13
shank3a	SHANK3
si:ch211-215e19.3	FCAMR
epn2	EPN2
sptlc3	SPTLC3
chrna2b	CHRNA2
rab11fip3	RAB11FIP3
timm10b	TIMM10B
polr1e	POLR1E
si:ch211-215e19.8	FCAMR
rsph4a	RSPH4A
rsph4a	RSPH6A
smpdl3b	SMPDL3B
bicra	BICRA
lrit3b	LRIT3
ccs	CCS
mc1r	MC1R
lgals3a	LGALS3
nudt13	NUDT13
rpl10	RPL10
rpl10	RPL10L
b4galnt3a	B4GALNT3
ndst1a	NDST1
tbc1d14	TBC1D14
gng3	GNG3
pygo2	PYGO2
znf407	ZNF407
ehd2b	EHD2
rab44	RAB44
mdfi	MDFI
kif26aa	KIF26A
otogl	OTOGL
mhc1lla	ULBP3
mhc1lla	RAET1E
mhc1lla	CD1A
mhc1lla	CD1C
mhc1lla	RAET1L
mhc1lla	CD1D
mhc1lla	CD1E
mhc1lla	ULBP1
mhc1lla	ULBP2
mhc1lla	RAET1G
mhc1lla	CD1B
tes	TES
rspry1	RSPRY1
unc5db	UNC5D
bend5	BEND5
rbm14b	RBM14
cyb5r3	CYB5R3
dacha	DACH2
crb1	CRB1
st6galnac1.1	ST6GALNAC1
panx3	PANX3
entpd8	ENTPD8
grin2ab	GRIN2A
pfkfb4b	PFKFB4
dennd4b	DENND4B
nhsl1a	NHSL1
ttll6	TTLL8
ttll6	KPRP
dpp9	DPP9
camk2n1a	CAMK2N2
josd2	JOSD2
apoa1a	APOA1
mpx	EPX
rab3ab	RAB3A
rxfp1	RXFP1
ano5a	ANO5
man2b2	MAN2B2
def8	DEF8
ush1gb	USH1G
cracdla	KIAA1210
lhx8b	LHX8
lrrc57	LRRC57
asphd2	ASPHD2
nhsb	NHS
fbxo5	FBXO5
nsdhl	NSDHL
lsm8	LSM8
rab4a	RAB4A
angptl1a	ANGPTL1
zgc:153219	ITLN2
mboat7	MBOAT7
slc12a8	SLC12A8
rad1	RAD1
rorc	RORC
rorc	NR1I3
stac3	STAC3
mcfd2	MCFD2
arfgef3	ARFGEF3
scrt1b	SCRT1
sema5a	SEMA5A
tnmd	TNMD
si:dkey-52p2.5	ULBP3
si:dkey-52p2.5	RAET1E
si:dkey-52p2.5	CD1A
si:dkey-52p2.5	CD1C
si:dkey-52p2.5	RAET1L
si:dkey-52p2.5	CD1D
si:dkey-52p2.5	CD1E
si:dkey-52p2.5	ULBP1
