mt-nd1	mt-Nd1
plpp4	Plpp4
rsph14	Rsph14
gpia	Gpi1
pomgnt1	Pomgnt1
cryba2a	Cryba2
fhip2a	Fhip2a
gadd45ba	Gadd45b
si:ch73-238c9.1	2310011J03Rik
dusp12	Dusp12
rab33a	Rab33a
csrnp2	Csrnp2
alpk3	Alpk3
iah1	Iah1
myot	Myot
gxylt2	Gxylt2
tp53inp1	Trp53inp1
atp11c	Atp11c
sergef	Sergef
wbp4	Wbp4
rmc1	Rmc1
cibar1	Cibar1
xrcc1	Xndc1
xrcc1	Xrcc1
KCNJ15	Kcnj15
inpp5jb	Inpp5j
kcnj12b	Kcnj12
rogdi	Rogdi
ldha	Ldha
mapk14a	Mapk14
gpr137bb	Gpr137b
fkbp9	Fkbp9
pappa2	Pappa2
agtr2	Agtr2
prkceb	Prkce
apba2a	Apba2
srd5a2b	Srd5a2
MFAP4	Mfap4
smchd1	Smchd1
cadpsa	Cadps
wu:fc23c09	Lingo4
wu:fc23c09	Lingo3
ugt5d1	Ugt2a3
ugt5d1	Ugt1a6a
ugt5d1	Ugt1a6b
ugt5d1	Ugt1a2
ugt5d1	Ugt1a5
ugt5d1	Ugt1a8
ugt5d1	Ugt1a7c
ugt5d1	Ugt1a10
ugt5d1	Ugt1a9
ugt5d1	Ugt2a2
ugt5d1	Ugt2a1
znhit1	Znhit1
si:dkey-127k13.1	Pwwp4d
si:dkey-127k13.1	Pwwp3a
si:dkey-127k13.1	Pwwp4a
si:dkey-127k13.1	Pwwp4b
si:dkey-127k13.1	Pwwp3b
si:dkey-127k13.1	Pwwp4c
dnajc19	Dnajc19
zc3h12aa	Zc3h12a
aplp1	Aplp1
hs2st1b	Hs2st1
si:ch211-150o23.3	Cd5
si:ch211-150o23.3	Ssc5d
si:dkey-230p4.1	Cep250
slc33a1	Slc33a1
slc4a5a	Slc4a5
tagapb	Tagap1
tagapb	Tagap
lrrc24	Lrrc24
ankmy1	Ankmy1
tln1	Tln1
kcnk3a	Kcnk3
rbm48	Rbm48
ubl3a	Ubl3
gpkow	Gpkow
pcolceb	Pcolce
nolc1	Nolc1
klc1a	Klc1
dhcr24	Dhcr24
gucd1	Gucd1
wnt11	Wnt11
KCNK12	Kcnk12
arhgef18a	Arhgef18
ciarta	Ciart
ythdc2	Ythdc2
atp6v1e1a	Atp6v1e1
atp6v1e1a	Atp6v1e2
skila	Skil
twsg1a	Twsg1
fhl5	Fhl5
krr1	Krr1
nxph1	Nxph1
pex14	Pex14
lrrcc1	Lrrcc1
ypel5	Ypel5
cadm2b	Cadm2
SMAD4	Smad4
mgat4a	Mgat4a
daam2	Daam2
csrnp1a	Csrnp1
map4k3b	Map4k3
hip1	Hip1
HGFAC	Hgfac
tomm6	Tomm6
lingo2a	Lingo2
psmb2	Psmb2
asb3	Asb3
enpp6	Enpp6
abi3bpa	Abi3bp
ppp2r3c	Ppp2r3c
faimb	Faim
faimb	Faiml
SLC4A4	Slc4a4
H2AZ1	H2az1
lsm10	Lsm10
foxd3	Foxd3
gsg1l	Gsg1l
vps4a	Vps4a
ptafr	Ptafr
unc5a	Unc5a
abcd4	Abcd4
adgrb3	Adgrb3
kcng4b	Kcng4
naa50	Naa50
adat1	Adat1
zmp:0000001236	Maml2
cox18	Cox18
IL12B	Il12b
phkg2	Phkg2
st6galnac3	St6galnac3
spon1a	Spon1
slc9a3.2	Slc9a3
msantd4	Msantd4
dct	Dct
prkcz	Prkcz
cbfa2t2	Cbfa2t2
igsf8	Igsf8
RASSF10	Rassf10
phkg1a	Phkg1
copb1	Copb1
mmel1	Mmel1
ldb2a	Ldb2
prom1a	Prom1
tmprss13b	Tmprss13
CCDC148	Ccdc148
ap2s1	Ap2s1
cilp	Cilp
bmi1a	Bmi1
lgr4	Lgr4
ing3	Ing3
prickle2a	Prickle2
nme9	Nme9
gpr141	Gpr141
cpt1b	Cpt1b
DNAJC30	Dnajc30
cacna1ba	Cacna1b
anxa2b	Anxa2
il12a	Il12a
aplnr2	Aplnr
sema3ab	Sema3a
slc38a2	Slc38a2
fam189b	Entrep3
NIPAL2	Nipal2
phospho2	Phospho2
mthfd2l	Mthfd2l
klb	Klb
bfsp1	Bfsp1
efna3b	Efna3
hnrnpl	Hnrnpl
nsun3	Nsun3
ppm1h	Ppm1h
ppm1h	Ppm1m
ppm1h	Ppm1j
ppm1h	Ppm1n
rmi2	Rmi2
ccdc28b	Ccdc28b
capns1b	Capns1
actb2	Actb
samhd1	Samhd1
lrp3	Lrp3
grk1a	Grk1
ugt5g1	Ugt2a3
ugt5g1	Ugt1a6a
ugt5g1	Ugt1a6b
ugt5g1	Ugt1a2
ugt5g1	Ugt1a5
ugt5g1	Ugt1a8
ugt5g1	Ugt1a7c
ugt5g1	Ugt1a10
ugt5g1	Ugt1a9
ugt5g1	Ugt2a2
ugt5g1	Ugt2a1
nkpd1	Nkpd1
fam131ba	Fam131b
pcdh17	Pcdh17
brca1	Brca1
dhx9	Dhx9
ccdc97	Ccdc97
cep70	Cep70
EZH1	Ezh1
rpl17	Gm6133
rpl17	Rpl17
lrmp	Irag2
tjp3	Tjp3
cryzl1	Cryzl1
tanc1a	Tanc1
atp6v0a2b	Atp6v0a2
sos2	Sos2
MAP4K4	Map4k4
chst15	Chst15
pstpip1a	Pstpip1
mchr1a	Mchr1
WDR33	Wdr33
pik3r5	Pik3r5
mrps22	Mrps22
adarb2	Adarb2
cbx3a	Cbx3
isy1	Isy1
apof	Apon
apof	Apof
serac1	Serac1
myct1a	Myct1
vdralpha	Vdr
wnt10b	Wnt10b
otx2b	Otx2
gstr	Gstt2
gstr	Gstt4
gstr	Gsto2
gstr	Gstt1
gstr	Gstt3
fbxw9	Fbxw9
ankrd33aa	Ankrd33
PPEF2	Ppef2
cpsf1	Cpsf1
gpnmb	Gpnmb
nhsb	Nhs
serpina10b	Serpina10
TCF3	Tcf3
prkcba	Prkcb
pkma	Pkm
tpd52	Tpd52
AXIN2	Axin2
serpinh1b	Serpinh1
flvcr1	Flvcr1
trpm7	Trpm7
nol7	Nol7
wdfy3	Wdfy3
PTK7	Ptk7
cep43	Cep43
bloc1s6	Bloc1s6
pbrm1	Pbrm1
epx	Lpo
epx	Mpo
rapgef3	Rapgef3
f13a1b	F13a1
ARL3	Arl3
ndufaf6	Ndufaf6
dnaaf2	Dnaaf2
synpo2la	Synpo2l
lrp1bb	Lrp1b
arhgap5	Arhgap5
ano9a	Ano9
rps7	Rps7
irf4b	Irf9
otud6b	Otud6b
st3gal5	St3gal5
mdga1	Mdga1
pacsin2	Pacsin2
rgs9a	Rgs9
MIR30C1	Mir30c-1
gsg1l2a	Gsg1l2
slc6a16a	Slc6a21
zbtb33	Zbtb33
rhbdl2	Rhbdl2
rbm7	Rbm7
nkrf	Nkrf
hacd1	Hacd1
sgta	Sgta
stag2b	Stag2
yipf3	Yipf3
rcan3	Rcan3
znf318	Zfp318
CAPZA2	Capza2
selenoo1	Selenoo
hdac4	Hdac4
OlMA1	Acta1
psma2a	Psma2
aatkb	Aatk
polr3a	Polr3a
hdac5	Hdac5
ankrd29	Ankrd29
c1d	C1d
ncoa7a	Ncoa7
mcm6	Mcm6
zfyve9a	Zfyve9
caskin1	Caskin1
pigu	Pigu
ccnb2	Ccnb2
slc30a8	Slc30a8
gadd45gip1	Gadd45gip1
SGIP1	Sgip1
eogt	Eogt
gpc6b	Gpc6
cbx8a	Cbx8
has3	Has3
gins2	Gins2
si:ch211-193l2.10	Gm45521
emc8	Emc8
cicb	Cic
rasgef1bb	Rasgef1b
c1h22orf23	1700088E04Rik
TNFRSF11B	Tnfrsf11b
mc1r	Mc1r
dpp3	Dpp3
myadmb	Myadm
cstpp1	Cstpp1
fbxl17	Fbxl17
prr35	Prr35
mir124-3	Mir124a-2
aptx	Aptx
vsig8b	Vsir
vsig8b	Igsf5
vsig8b	Muc15
ptp4a3b	Ptp4a3
MOSMO	Mosmo
lactbl1b	Lactbl1
sdhc	Sdhc
tbca	Tbca
GPR139	Gpr139
prdx5	Prdx5
snrpb2	Snrpb2
tmem121b	Tmem121b
psmb4	Psmb4
abi1b	Abi1
spag17	Spag17
ccdc92	Ccdc92
mau2	Mau2
ercc6	Ercc6
znf410	Zfp410
insm1a	Insm1
cavin1b	Cavin1
mlf2	Mlf2
cdc42l	Cdc42
septin8b	Septin8
atxn2	Atxn2
atg4db	Atg4d
sec31a	Sec31a
atcaya	Atcay
kdf1a	Kdf1
errb2	Esrrb
qsox1	Qsox1
TNNT1	Tnnt1
setd3	Setd3
rnf217	Rnf217
STK32A	Stk32a
cep78	Cep78
eaf2	Eaf2
mybl2a	Mybl2
gdf6b	Gdf7
stx1b	Stx1b
nkx2.2a	Nkx2-2
gnrh-r2	Gnrhr
scrn3	Scrn3
grb2b	Grb2
pif1	Pif1
hells	Hells
sema5a	Sema5a
psmd3	Psmd3
cpne2	Cpne2
gpat2	Gpat2
sult2st1	Sult1e1
sult2st1	Sult1a1
sult2st1	Sult2a8
sult2st1	Sult2a1
sult2st1	Sult2a2
sult2st1	Sult2a3
sult2st1	Sult2a4
sult2st1	Sult2a5
sult2st1	Sult2a6
sult2st1	Sult2a7
rpp40	Rpp40
ugdh	Ugdh
impa1	Impa1
ogdhb	Ogdh
tgfb1a	Tgfb1
prkar2aa	Prkar2a
orai1a	Orai1
slc26a6	Slc26a6
rabgap1	Rabgap1
arg1	Arg1
wdr19	Wdr19
dhx30	Dhx30
LGALS4	Lgals4
uxt	Uxt
cabp5a	Cabp5
hs3st3b1a	Hs3st3b1
hs3st3b1a	Ndst3
hs3st3b1a	Hs3st3a1
pdgfrb	Pdgfrb
ENPP2	Enpp2
sgsm2	Sgsm2
PURB	Purb
GPRC5D	Gprc5d
GPRC5D	Gprc5a
nod1	Nod1
mfn2	Mfn2
slc38a5b	Slc36a2
slc38a5b	Slc36a3
lrrc38a	Lrrc38
arhgap15	Arhgap15
SNORA75	Gm25038
SNORA75	Gm56482
SNORA75	Gm22972
SNORA75	Snora75
snrnp200	Snrnp200
ric3a	Ric3
col6a3	Col6a3
tlcd5a	Tlcd5
BICD2	Bicd2
A3GALT2	A3galt2
plch2b	Plch2
zgc:152904	Ncam2
golm2	Golm2
alg12	Alg12
TMEM238	Tmem238
zgc:56596	Ubl4a
BNC1	Bnc1
cacng7b	Cacng7
plpp2b	Plpp2
TMEM60	Tmem60
shdb	Shd
rad52	Rad52
nob1	Nob1
FOXD2	Foxd2
hnf4g	Hnf4g
mboat7	Mboat7
fam210ab	Fam210a
lzts1	Lzts1
snap29	Snap29
serpind1	Serpind1
ppp2r2ca	Ppp2r2c
mrps33	Mrps33
ptchd1	Ptchd1
slc12a8	Slc12a8
nkain4	Nkain4
chmp2ba	Chmp2b
rbm17	Rbm17
fam83fb	Fam83f
fam83fb	Fam83e
zgc:153383	Fam177a
zgc:153383	Fam177a2
supt5h	Supt5
ELFN1	Elfn1
zgc:114041	Slc16a11
tdrd1	Tdrd1
SLC18A1	Slc18a1
mctp2b	Mctp2
pip5k1ab	Pip5k1a
selenot1a	Selenot
gpr37l1b	Gpr37l1
si:ch211-13f8.1	BC034090
prodha	Prodh
med6	Med6
wnt5a	Wnt5a
ankrd10a	Ankrd10
ddhd1b	Ddhd1
slc39a4	Slc39a4
pdia3	Pdia3
neu3.4	Neu3
zgc:136333	Cyp27a1
DENND3	Dennd3
serbp1a	Serbp1
c18h3orf33	E130311K13Rik
gss	Gss
hmx2	Hmx2
stx8	Stx8
rtn4r	Rtn4r
PIK3R6	Pik3r6
trmu	Trmu
COPB2	Copb2
lhx6b	Lhx6
plpp6	Plpp6
chst13	Chst13
yars1	Yars1
retsat.2	Retsat
tada3l	Tada3
dre-mir-26b	Mir26a-2
SLC49A3	Slc49a3
dnajc18	Dnajb3
dnajc18	Dnajb1
dnajc18	Dnajb8
dnajc18	Dnajb7
dnajc18	4930503B20Rik
coq6	Coq6
cyld	Cyld
c4h19orf44	1700030K09Rik
slc1a7b	Slc1a7
SMCO4	Smco4
mpp3a	Mpp3
fignl1	Fignl1
birc5a	Birc5
arhgef18b	Arhgef18
sfxn4	Sfxn4
cdc25b	Cdc25b
coa3a	Coa3
tnfb	Lta
fam149b1	Fam149b
tatdn2	Tatdn2
lpar4	Lpar4
ret	Ret
slc7a2	Slc7a2
slc7a2	Slc7a13
slc7a2	Slc7a11
slc7a2	Slc7a12
slc7a2	AU018091
STMN2	Stmn2
eefsec	Eefsec
hcn4	Hcn4
rap2c	Rap2c
oacyl	Oacyl
setd1a	Setd1a
mylpfa	Mylpf
sim2	Sim2
gpc3	Gpc3
si:ch211-188f17.1	Hecw1
synrg	Synrg
galnt6	Galntl5
fgfr2	Fgfr2
rgs9	Rgs9
rad18	Rad18
hspa13	Hspa13
ift52	Ift52
tmem251	Lyset
rpusd2	Rpusd2
FIGNL2	Fignl2
maff	Maff
NPAS3	Npas3
ppfia3	Ppfia3
ifi35	Ifi35
kcnh1a	Kcnh1
mag	Mag
nop58	Nop58
phf5a	Phf5a
pard6a	Pard6a
lrrc39	Lrrc39
trim37	Trim37
clta	Clta
ark2n	Ark2n
eif3d	Eif3d
ap5s1	Ap5s1
pigf	Pigf
gpatch11	Gpatch11
zdhhc16b	Zdhhc16
rad54l	Rad54l
susd5	Susd5
igf2b	Igf2
th	Th
znrf1	Znrf1
dse	Dse
tma16	Tma16
nfyal	Nfya
bach2b	Bach2
WARS1	Wars1
nuf2	Nuf2
letm1	Letm1
psmd10	Psmd10
kcnk2a	Kcnk2
yrk	Fgr
dgkh	Dgkh
ndc1	Ndc1
nsmce4a	Eid3
PARP11	Parp11
tceanc2	Tceanc2
abcb10	Abcb10
rbm33a	Rbm33
smad1	Smad1
scara3	Scara3
atad2	Atad2
il17d	Il17d
alx1	Alx1
wasa	Was
PDE3A	Pde3a
chd8	Chd8
bnc2	Bnc2
mrps2	Mrps2
meis1b	Meis1
cxadr	Cxadr
cxadr	Gm1123
bdh1	Bdh1
usp16	Usp16
uts2a	Uts2
prelid3a	Prelid3a
hgh1	Hgh1
agpat2	Agpat2
trmt44	Trmt44
chrnb3a	Chrnb3
fgfrl1a	Fgfrl1
zgc:154077	D6Wsu163e
aldh16a1	Aldh16a1
cpsf6	Cpsf6
coasy	Coasy
gpx3	Gpx3
grid1b	Grid1
mt2	Mt1
mt2	Mt3
mt2	Mt2
mt2	Mt4
pax6b	Pax6
sec13	Sec13
pak1ip1	Pak1ip1
CEP128	Cep128
prpsap2	Prpsap2
vps8	Vps8
cc2d1b	Cc2d1b
map7d1b	Map7d1
pdcd7	Pdcd7
pdlim7	Pdlim7
pitx2	Pitx1
lef1	Lef1
sgms2a	Sgms2
prdx1	Prdx1
arhgap42b	Arhgap42
NOL11	Nol11
zgc:100846	C9orf72
f7	F7
lrrc1	Lrrc1
TMEM229A	Tmem229a
draxina	Draxin
tmpob	Tmpo
tmpob	Lemd1
fbxo9	Fbxo9
EHD2	Ehd2
gpr153	Gpr153
spata22	Spata22
adgrg4b	Adgrg2
fancl	Fancl
arhgef16	Arhgef16
hpgd	Hpgd
cspp1	Cspp1
fuom	Fuom
hmcn1	Hmcn1
znf366	Zfp366
si:ch211-265g22.4	Erfl
mrps27	Mrps27
ulk1b	Ulk1
lrrc75a	Lrrc75a
wfikkn1	Wfdc8
wfikkn1	Spint1
wfikkn1	Eppin
wfikkn1	Wfdc6a
wfikkn1	Wfdc6b
wfikkn1	Spint4
wfikkn1	Lrp11
cipcb	Cipc
ubr4	Ubr4
vstm4a	Vstm4
atp6v0a1b	Atp6v0a1
GLRB	Glrb
ipo8	Ipo8
gabra6a	Gabra6
pam16	Pam16
pam16	Pam16l
rprd1b	Rprd1b
shroom1	Shroom1
msx1a	Msx3
enoph1	Enoph1
nav1b	Nav1
trpa1b	Trpa1
ehd3	Ehd3
ppip5k1a	Ppip5k1
slc15a4	Slc15a4
shtn1	Shtn1
nsd1a	Nsd1
flvcr2b	Flvcr2
mob3a	Mob3a
insm1b	Insm1
rpl34	Rpl34
si:ch73-334d15.1	Ugt2a3
si:ch73-334d15.1	Ugt1a6a
si:ch73-334d15.1	Ugt1a6b
si:ch73-334d15.1	Ugt1a2
si:ch73-334d15.1	Ugt1a5
si:ch73-334d15.1	Ugt1a8
si:ch73-334d15.1	Ugt1a7c
si:ch73-334d15.1	Ugt1a10
si:ch73-334d15.1	Ugt1a9
eif4a2	Eif4a2
st14b	Tmprss11a
st14b	Tmprss11d
st14b	Tmprss11b
st14b	Tmprss11f
st14b	Tmprss11g
st14b	Tmprss11c
st14b	Prss22
st14b	Prss30
st14b	Tmprss11e
fastkd1	Fastkd1
grpr	Grpr
u2af1	U2af1
prpf8	Prpf8
pth1b	Pth
mrps12	Mrps12
rag2	Rag2
mir199-2a	Mir199a-1
emp3a	Emp3
clocka	Clock
phox2bb	Phox2b
TMCC1	Tmcc1
sult1st7	Sult1e1
sult1st7	Sult1a1
sult1st7	Sult2a8
sult1st7	Sult2a1
sult1st7	Sult2a2
sult1st7	Sult2a3
sult1st7	Sult2a4
sult1st7	Sult2a5
sult1st7	Sult2a6
sult1st7	Sult2a7
pip4k2aa	Pip4k2a
nfat5a	Nfat5
erbb2	Erbb2
lzts2a	Lzts2
TMEM168	Tmem168
pdp2	Pdp2
loxa	Lox
anxa11a	Anxa11
cct2	Cct2
tbc1d23	Tbc1d23
lipg	Lipg
chst7	Chst7
mtm1	Mtm1
ccno	Ccno
antxr1b	Antxr1
lrrc47	Lrrc47
emc9	Emc9
snx27a	Snx27
adamts15a	Adamts15
jak2b	Jak2
mmd2a	Mmd2
mpp4l	Mpp4
fbln5	Fbln5
efhd2	Efhd2
hax1	Hax1
peak1	Peak1
atp6v1b2	Atp6v1b2
cd2ap	Cd2ap
ccnq	Ccnq
mctp2a	Mctp2
dpt	Dpt
pcnx1	Pcnx1
fdx2	Fdx2
rasal2	Rasal2
slc8a3	Slc8a3
lyrm5a	Etfrf1
pms1	Pms1
sst1.1	Sst
cyp51	Cyp51
plex9.2	Trex2
plex9.2	Trex1
WDR70	Wdr70
thsd7ab	Thsd7a
mdh1b	Mdh1b
gnl3l	Gnl3l
mbnl1	Mbnl1
ftsj3	Ftsj3
zmp:0000001330	Slc45a4
dlgap3	Dlgap3
eri1	Eri1
pex5lb	Pex5l
hmbox1a	Hmbox1
slc25a36	Slc25a36
scaper	Scaper
abhd14a	Abhd14a
dis3	Dis3
echdc2	Echdc2
otud7b	Otud7b
ankrd13d	Ankrd13d
chrnb3b	Chrnb3
ttc8	Ttc8
plekha2	Plekha2
si:dkeyp-84f3.5	Zfp160
si:dkeyp-84f3.5	Zfp553
si:dkeyp-84f3.5	Zfp764l1
si:dkeyp-84f3.5	Zfp764
si:dkeyp-84f3.5	Zfp688
si:dkeyp-84f3.5	Zfp92
si:dkeyp-84f3.5	Zfp689
usf1	Usf1
senp1	Senp1
CALCB	Calcb
Telomerase-vert	Gm55883
Telomerase-vert	Terc
arpc4	Arpc4
prkar1ab	Prkar1a
ptprub	Ptpru
KCNMB2	Kcnmb2
SLC16A6	Slc16a6
dapk2b	Dapk2
pgfb	Pgf
slc6a19a.1	Slc6a19
dhh	Ihh
grk6	Grk6
tm9sf3	Tm9sf3
sema4gb	Sema4g
serpinc1	Serpinc1
gng10	Gng10
ctnnbl1	Ctnnbl1
oaz1a	Oaz1
kcnq2a	Kcnq2
src	Src
ST3GAL1	St3gal1
gfi1ab	Gfi1
slc18b1	Slc18b1
zdhhc2	Zdhhc2
hspa4l	Hspa4l
usta	Ust
stambpb	Stambp
mrpl11	Mrpl11
GPR68	Gpr68
si:dkey-224e22.2	Glb1l3
si:dkey-224e22.2	Gm1110
si:dkey-224e22.2	Glb1l2
ENSA	Ensa
tmem258	Tmem258
abcg8	Abcg8
atf3	Atf3
S1PR3	S1pr3
mphosph6	Mphosph6
septin12	Septin12
ino80b	Ino80b
slc48a1a	Slc48a1
gas2l1	Gas2l1
tmem184ba	Tmem184b
mtus2a	Mtus2
nagpa	Nagpa
hepacamb	Hepacam
mrpl57	Mrpl57
rpl3	Rpl3
brd1b	Brd1
ppardb	Ppard
fkbp6	Fkbp6
josd1	Josd1
CDCA7L	Cdca7l
trmt12	Trmt12
rpl35	Rpl35rt
rpl35	Rpl35
frmpd2	Frmpd2
syncripl	Syncrip
slc17a7a	Slc17a7
rab24	Rab24
kntc1	Kntc1
rbm15	Rbm15
SPAST	Spast
arhgef9b	Arhgef9
lrrc40	Lrrc40
corin	Corin
smc3	Smc3
fbxw7	Fbxw7
fancm	Fancm
lrrc8db	Lrrc8d
sh3d19	Sh3d19
arl8	Arl5b
elmo1	Elmo1
TNIK	Tnik
zgc:153031	Dhfr
scamp5a	Scamp5
nr5a1b	Nr5a1
nobox	Nobox
zgc:113436	2410002F23Rik
gtf2b	Gtf2b
ppp2r5a	Ppp2r5a
eif2s3	Eif2s3y
eif2s3	Eif2s3x
kyat1	Kyat1
klhl17	Klhl17
apoeb	Apoe
veph1	Veph1
rlig1	Rlig1
evi5l	Evi5l
far1	Far1
cnr1	Cnr1
uxs1	Uxs1
cmtm8b	Cmtm8
nt5dc3	Nt5dc3
kcnq5a	Kcnq5
masp2	Masp2
anp32b	Anp32b
tnnt1	Tnnt1
mlycd	Mlycd
uso1	Uso1
dph6	Dph6
foxo1a	Foxo1
MRPL21	Mrpl21
cdca8	Cdca8
si:rp71-19m20.1	2310057M21Rik
exoc8	Exoc8
TRIM67	Trim67
adora2b	Adora2b
rwdd	Rwdd4a
lgi2b	Lgi2
inppl1a	Inppl1
pdzd8	Pdzd8
tomt	Tomt
arl6ip5b	Arl6ip5
pcyox1l	Pcyox1l
si:ch211-76l23.7	AU021092
RAB38	Rab38
TMEM60	Tmem60
tbc1d4	Tbc1d4
vma21	Vma21
osbpl1a	Osbpl1a
zgc:92045	Leprotl1
fam83b	Fam83b
cdk8	Cdk8
prkcdb	Prkcd
IMPG1	Impg1
armc1	Armc1
frmd8	Frmd8
rps15a	Rps15a
ldlrap1b	Ldlrap1
nsg2	Nsg2
plcb3	Plcb3
borcs8	Borcs8
hp1bp3	Hp1bp3
tmem178bb	Tmem178b
yme1l1b	Yme1l1
cwc22	Cwc22rt5
cwc22	Cwc22rt2
cwc22	Cwc22rt1
cwc22	Cwc22rt4
cwc22	Cwc22rt3
cwc22	Cwc22rt6
cwc22	Cwc22rt7
cwc22	Cwc22
ccp110	Ccp110
nrn1lb	Nrn1l
zgc:162928	A830018L16Rik
ndufaf5	Ndufaf5
gpr158b	Gpr158
chmp7	Chmp7
mybpc2b	Mybpc2
cers1	Cers1
vta1	Vta1
xaf1	Xaf1
evc	Evc
cmklr2	Cmklr2
zdhhc18a	Zdhhc18
ylpm1	Ylpm1
adora2ab	Adora2a
cnnm2b	Cnnm2
as3mt	As3mt
apex1	Apex1
dio2	Dio2
ccnjl	Ccnjl
si:dkeyp-113d7.1	Krbox5
si:dkey-89b17.4	Zfp160
si:dkey-89b17.4	Ctcfl
si:dkey-89b17.4	Zfp553
si:dkey-89b17.4	Zfp282
si:dkey-89b17.4	Zfp764l1
si:dkey-89b17.4	Zfp764
si:dkey-89b17.4	Zfp688
si:dkey-89b17.4	Zfp92
si:dkey-89b17.4	Zfp689
clk4a	Clk3
clk4a	Clk4
si:dkey-26c10.5	Klra17
si:dkey-26c10.5	Klra1
si:dkey-26c10.5	Klra4
si:dkey-26c10.5	Klra7
si:dkey-26c10.5	Klra6
si:dkey-26c10.5	Klra5
si:dkey-26c10.5	Klra9
si:dkey-26c10.5	Klra10
si:dkey-26c10.5	Klra8
si:dkey-26c10.5	Klra3
si:dkey-26c10.5	Klra2
si:dkey-26c10.5	Olr1
si:dkey-26c10.5	Klri1
si:dkey-26c10.5	Klri2
si:dkey-26c10.5	Clec2m
si:dkey-26c10.5	Clec1a
si:dkey-26c10.5	Clec9a
si:dkey-26c10.5	Klre1
si:dkey-26c10.5	Klrb1
si:dkey-26c10.5	Klrb1f
si:dkey-26c10.5	Klrb1b
si:dkey-26c10.5	Klrb1c
si:dkey-26c10.5	Klrb1a
si:dkey-26c10.5	Clec2f
si:dkey-26c10.5	Clec5a
si:dkey-26c10.5	Klrh1
si:dkey-26c10.5	Klrc1
si:dkey-26c10.5	Klrc2
si:dkey-26c10.5	Klrc3
si:dkey-26c10.5	Clec2l
si:dkey-26c10.5	Clec12a
si:dkey-26c10.5	Cd69
si:dkey-26c10.5	Clec7a
si:dkey-26c10.5	Klrd1
si:dkey-26c10.5	Clec1b
si:dkey-26c10.5	Clec12b
si:dkey-26c10.5	Clec2e
si:dkey-26c10.5	Clec2h
si:dkey-26c10.5	Clec2d
si:dkey-26c10.5	Clec2i
si:dkey-26c10.5	Clec2g
si:dkey-26c10.5	Klrg2
DPY19L4	Dpy19l4
coch	Coch
sdhaf4	Sdhaf4
tyw1	Tyw1
GRIK2	Grik2
sec22ba	Sec22b
fgf8a	Fgf8
BAZ1A	Baz1a
kcnip2	Kcnip2
urm1	Urm1
ifrd2	Ifrd2
SNORD24	Gm22357
fgd1	Fgd1
sars2	Sars2
loxl4	Loxl4
nudcd3	Nudcd3
sypa	Syp
lmod1b	Lmod1
INHBC	Inhbc
cth	Cth
RAB11A	Rab11a
lyve1a	Lyve1
atp2b2	Atp13a5
atp2b2	Atp2b2
atp2b2	Atp13a4
atp2b2	Atp1a4
trim66	Trim66
mcamb	Mcam
nup210	Nup210
tank	Tank
bhlhe41	Bhlhe41
mylka	Mylk
prdm2b	Prdm2
PKP4	Pkp4
ric8b	Ric8b
IFT122	Ift122
ptgir	Ptgir
kxd1	Kxd1
antxr2a	Antxr2
zgc:162707	2510009E07Rik
leng9	Leng9
rrp7a	Rrp7a
SH2B2	Sh2b2
dennd1c	Dennd1c
SLC6A6	Slc6a6
arrdc3a	Arrdc3
slf1	Slf1
atp6v1c1a	Atp6v1c1
unc93b1	Unc93b1
sema3d	Sema3d
ubr5	Ubr5
rrm1	Rrm1
paip1	Paip1
birc7	Naip6
birc7	Naip5
birc7	Naip1
birc7	Naip2
TOB2	Tob2
slc13a4	Slc13a4
tyrp1b	Tyrp1
ankrd9	Ankrd9
CDH6	Cdh6
ints9	Ints9
tmem161b	Tmem161b
gas1a	Gas1
phkb	Phkb
cabp1b	Cabp1
INAFM2	Inafm2
mfsd12a	Mfsd12
amotl2b	Amotl2
fzd7b	Fzd7
mrm2	Mrm2
plagl2	Zfp174
plagl2	Zscan5b
plagl2	Zscan29
plagl2	Scand1
plagl2	Ovol3
plagl2	Zscan18
plagl2	Zfp444
plagl2	Zkscan17
plagl2	Zkscan6
plagl2	Zfp110
plagl2	Zfp369
plagl2	Peg3
plagl2	Zfp446
plagl2	Zfp641
plagl2	Plagl2
plagl2	Zfp202
plagl2	Zfp770
plagl2	Plagl1
plagl2	Zkscan2
skic8	Skic8
ptchd3a	Ptchd3
dnmt3bb.1	Dnmt3c
dnmt3bb.1	Dnmt3b
als2b	Als2
ETV6	Etv6
serhl	Serhl
ankdd1b	Ankdd1b
opcml	Ntm
ephb1	Ephb1
s1pr5b	S1pr5
sostdc1a	Sostdc1
map3k9	Map3k9
osgepl1	Osgepl1
SNORD58	Snord58b
SNORD58	Gm22354
SNORD58	Gm23301
mpi	Mpi
hsf2	Hsf2
cavin1a	Cavin1
scamp2	Scamp2
drg2	Drg2
ap1s3b	Ap1s3
dnajb5	Dnajb5
ndufab1a	Ndufab1
exosc2	Exosc2
pcsk7	Pcsk7
tnrc6a	Tnrc6a
tagln	Tagln
tnnt2a	Tnnt2
rev3l	Rev3l
NTN4	Ntn4
rps6kl1	Rps6kl1
thap12b	Thap12
pibf1	Pibf1
TMEM47	Tmem47
stard3	Stard3
etfa	Etfa
numb	Numb
faua	Fau
ascl1a	Ascl3
ascl1a	Ascl2
ascl1a	Ascl1
PLK1	Plk1
