MT-ND1	mt-Nd1
PRAMEF2	Oog2
PRAMEF2	Pramel5
PRAMEF2	Pramel49
PRAMEF2	Pramel27
PRAMEF2	Pramel12
PRAMEF2	Gm12790
PRAMEF2	Pramel28
PRAMEF2	Oog1
PRAMEF2	Pramel26
PRAMEF2	Oog4
PRAMEF2	Pramel18
PRAMEF2	Pramel17
PRAMEF2	Pramel13
PRAMEF2	Pramel32
TMEM68	Tmem68
PRAMEF4	Pramel61
PRAMEF4	Pramel20
PRAMEF4	Pramel24
PRAMEF4	Pramel30
PRAMEF4	Pramel31
PRAMEF4	Pramel55
PRAMEF4	Pramel56
PRAMEF4	Pramel1
PRAMEF4	Pramel21
PRAMEF4	Pramel22
PRAMEF4	Pramel60
PRAMEF4	Pramel50
PRAMEF4	Gm16367
PRAMEF4	Pramel19
PRAMEF4	Pramel46
PRAMEF4	Pramel51
PRAMEF4	Pramel42
PRAMEF4	Pramel47
PRAMEF4	Pramel35
PRAMEF4	Pramel36
PRAMEF4	Pramel44
PRAMEF4	Oog3
PRAMEF4	Pramel33
PRAMEF4	Pramel43
PRAMEF4	Gm13043
PRAMEF4	Pramel48
PRAMEF4	Pramel4
PRAMEF4	Pramel23
PRAMEF4	Pramel40
PRAMEF4	Pramel38
PRAMEF4	Pramel57
PRAMEF4	Pramel45
PRAMEF4	Pramel14
PRAMEF4	Pramel37
PRAMEF4	Pramel41
PRAMEF4	Gm13057
PRAMEF4	Pramel11
PRAMEF4	Prame62
PRAMEF4	Gm13040
PRAMEF4	Pramel16
PRAMEF4	Pramel7
PRAMEF4	Pramel29
PRAMEF4	Pramel25
PRAMEF4	Pramel34
PRAMEF4	Gm2042
PRAMEF4	Pramel6
PRAMEF4	Pramel54
PRAMEF4	Pramel15
PRAMEF4	C130073F10Rik
PRAMEF4	Pramel53
PRAMEF4	Oog2
PRAMEF4	Pramel5
PRAMEF4	Pramel49
PRAMEF4	Pramel27
PRAMEF4	Pramel12
PRAMEF4	Gm12790
PRAMEF4	Pramel28
PRAMEF4	Oog1
PRAMEF4	Pramel26
PRAMEF4	Oog4
PRAMEF4	Pramel18
PRAMEF4	Pramel17
PRAMEF4	Pramel13
PRAMEF4	Pramel32
SAA4	Saa4
ANP32B	Anp32b
RNU6-1072P	Gm22950
PRAMEF6	Pramel61
PRAMEF6	Pramel20
PRAMEF6	Pramel24
PRAMEF6	Pramel30
PRAMEF6	Pramel31
PRAMEF6	Pramel55
PRAMEF6	Pramel56
PRAMEF6	Pramel1
PRAMEF6	Pramel21
PRAMEF6	Pramel22
PRAMEF6	Pramel60
PRAMEF6	Pramel50
PRAMEF6	Gm16367
PRAMEF6	Pramel19
PRAMEF6	Pramel46
PRAMEF6	Pramel51
PRAMEF6	Pramel42
PRAMEF6	Pramel47
PRAMEF6	Pramel35
PRAMEF6	Pramel36
PRAMEF6	Pramel44
PRAMEF6	Oog3
PRAMEF6	Pramel33
PRAMEF6	Pramel43
PRAMEF6	Gm13043
PRAMEF6	Pramel48
PRAMEF6	Pramel4
PRAMEF6	Pramel23
PRAMEF6	Pramel40
PRAMEF6	Pramel38
PRAMEF6	Pramel57
PRAMEF6	Pramel45
PRAMEF6	Pramel14
PRAMEF6	Pramel37
PRAMEF6	Pramel41
PRAMEF6	Gm13057
PRAMEF6	Pramel11
PRAMEF6	Prame62
PRAMEF6	Gm13040
PRAMEF6	Pramel16
PRAMEF6	Pramel7
PRAMEF6	Pramel29
PRAMEF6	Pramel25
PRAMEF6	Pramel34
PRAMEF6	Gm2042
PRAMEF6	Pramel6
PRAMEF6	Pramel54
PRAMEF6	Pramel15
PRAMEF6	C130073F10Rik
PRAMEF6	Pramel53
PRAMEF6	Oog2
PRAMEF6	Pramel5
PRAMEF6	Pramel49
PRAMEF6	Pramel27
PRAMEF6	Pramel12
PRAMEF6	Gm12790
PRAMEF6	Pramel28
PRAMEF6	Oog1
PRAMEF6	Pramel26
PRAMEF6	Oog4
PRAMEF6	Pramel18
PRAMEF6	Pramel17
PRAMEF6	Pramel13
PRAMEF6	Pramel32
GRIP2	Grip2
PRAMEF13	Pramel61
PRAMEF13	Pramel20
PRAMEF13	Pramel24
PRAMEF13	Pramel30
PRAMEF13	Pramel31
PRAMEF13	Pramel55
PRAMEF13	Pramel56
PRAMEF13	Pramel1
PRAMEF13	Pramel21
PRAMEF13	Pramel22
PRAMEF13	Pramel60
PRAMEF13	Pramel50
PRAMEF13	Gm16367
PRAMEF13	Pramel19
PRAMEF13	Pramel46
PRAMEF13	Pramel51
PRAMEF13	Pramel42
PRAMEF13	Pramel47
PRAMEF13	Pramel35
PRAMEF13	Pramel36
PRAMEF13	Pramel44
PRAMEF13	Oog3
PRAMEF13	Pramel33
PRAMEF13	Pramel43
PRAMEF13	Gm13043
PRAMEF13	Pramel48
PRAMEF13	Pramel4
PRAMEF13	Pramel23
PRAMEF13	Pramel40
PRAMEF13	Pramel38
PRAMEF13	Pramel57
PRAMEF13	Pramel45
PRAMEF13	Pramel14
PRAMEF13	Pramel37
PRAMEF13	Pramel41
PRAMEF13	Gm13057
PRAMEF13	Pramel11
PRAMEF13	Prame62
PRAMEF13	Gm13040
PRAMEF13	Pramel16
PRAMEF13	Pramel7
PRAMEF13	Pramel29
PRAMEF13	Pramel25
PRAMEF13	Pramel34
PRAMEF13	Gm2042
PRAMEF13	Pramel6
PRAMEF13	Pramel54
PRAMEF13	Pramel15
PRAMEF13	C130073F10Rik
PRAMEF13	Pramel53
PRAMEF13	Oog2
PRAMEF13	Pramel5
PRAMEF13	Pramel49
PRAMEF13	Pramel27
PRAMEF13	Pramel12
PRAMEF13	Gm12790
PRAMEF13	Pramel28
PRAMEF13	Oog1
PRAMEF13	Pramel26
PRAMEF13	Oog4
PRAMEF13	Pramel18
PRAMEF13	Pramel17
PRAMEF13	Pramel13
PRAMEF13	Pramel32
PTS	Pts
RNU6-771P	Gm22950
CNDP2	Cndp2
PRAMEF33	Pramel61
PRAMEF33	Pramel20
PRAMEF33	Pramel24
PRAMEF33	Pramel30
PRAMEF33	Pramel31
PRAMEF33	Pramel55
PRAMEF33	Pramel56
PRAMEF33	Pramel1
PRAMEF33	Pramel21
PRAMEF33	Pramel22
PRAMEF33	Pramel60
PRAMEF33	Pramel50
PRAMEF33	Gm16367
PRAMEF33	Pramel19
PRAMEF33	Pramel46
PRAMEF33	Pramel51
PRAMEF33	Pramel42
PRAMEF33	Pramel47
PRAMEF33	Pramel35
PRAMEF33	Pramel36
PRAMEF33	Pramel44
PRAMEF33	Oog3
PRAMEF33	Pramel33
PRAMEF33	Pramel43
PRAMEF33	Gm13043
PRAMEF33	Pramel48
PRAMEF33	Pramel4
PRAMEF33	Pramel23
PRAMEF33	Pramel40
PRAMEF33	Pramel38
PRAMEF33	Pramel57
PRAMEF33	Pramel45
PRAMEF33	Pramel14
PRAMEF33	Pramel37
PRAMEF33	Pramel41
PRAMEF33	Gm13057
PRAMEF33	Pramel11
PRAMEF33	Prame62
PRAMEF33	Gm13040
PRAMEF33	Pramel16
PRAMEF33	Pramel7
PRAMEF33	Pramel29
PRAMEF33	Pramel25
PRAMEF33	Pramel34
PRAMEF33	Gm2042
PRAMEF33	Pramel6
PRAMEF33	Pramel54
PRAMEF33	Pramel15
PRAMEF33	C130073F10Rik
PRAMEF33	Pramel53
PRAMEF33	Oog2
PRAMEF33	Pramel5
PRAMEF33	Pramel49
PRAMEF33	Pramel27
PRAMEF33	Pramel12
PRAMEF33	Gm12790
PRAMEF33	Pramel28
PRAMEF33	Oog1
PRAMEF33	Pramel26
PRAMEF33	Oog4
PRAMEF33	Pramel18
PRAMEF33	Pramel17
PRAMEF33	Pramel13
PRAMEF33	Pramel32
AADACL4	AAdacl4fm3
AADACL4	Aadacl4
AADACL4	Aadacl4fm5
AADACL4	Aadacl4fm4
AADACL4	Aadacl4fm1
PRAMEF7	Pramel61
PRAMEF7	Pramel20
PRAMEF7	Pramel24
PRAMEF7	Pramel30
PRAMEF7	Pramel31
PRAMEF7	Pramel55
PRAMEF7	Pramel56
PRAMEF7	Pramel1
PRAMEF7	Pramel21
PRAMEF7	Pramel22
PRAMEF7	Pramel60
PRAMEF7	Pramel50
PRAMEF7	Gm16367
PRAMEF7	Pramel19
PRAMEF7	Pramel46
PRAMEF7	Pramel51
PRAMEF7	Pramel42
PRAMEF7	Pramel47
PRAMEF7	Pramel35
PRAMEF7	Pramel36
PRAMEF7	Pramel44
PRAMEF7	Oog3
PRAMEF7	Pramel33
PRAMEF7	Pramel43
PRAMEF7	Gm13043
PRAMEF7	Pramel48
PRAMEF7	Pramel4
PRAMEF7	Pramel23
PRAMEF7	Pramel40
PRAMEF7	Pramel38
PRAMEF7	Pramel57
PRAMEF7	Pramel45
PRAMEF7	Pramel14
PRAMEF7	Pramel37
PRAMEF7	Pramel41
PRAMEF7	Gm13057
PRAMEF7	Pramel11
PRAMEF7	Prame62
PRAMEF7	Gm13040
PRAMEF7	Pramel16
PRAMEF7	Pramel7
PRAMEF7	Pramel29
PRAMEF7	Pramel25
PRAMEF7	Pramel34
PRAMEF7	Gm2042
PRAMEF7	Pramel6
PRAMEF7	Pramel54
PRAMEF7	Pramel15
PRAMEF7	C130073F10Rik
PRAMEF7	Pramel53
PRAMEF7	Oog2
PRAMEF7	Pramel5
PRAMEF7	Pramel49
PRAMEF7	Pramel27
PRAMEF7	Pramel12
PRAMEF7	Gm12790
PRAMEF7	Pramel28
PRAMEF7	Oog1
PRAMEF7	Pramel26
PRAMEF7	Oog4
PRAMEF7	Pramel18
PRAMEF7	Pramel17
PRAMEF7	Pramel13
PRAMEF7	Pramel32
PRAMEF5	Pramel61
PRAMEF5	Pramel20
PRAMEF5	Pramel24
PRAMEF5	Pramel30
PRAMEF5	Pramel31
PRAMEF5	Pramel55
PRAMEF5	Pramel56
PRAMEF5	Pramel1
PRAMEF5	Pramel21
PRAMEF5	Pramel22
PRAMEF5	Pramel60
PRAMEF5	Pramel50
PRAMEF5	Gm16367
PRAMEF5	Pramel19
PRAMEF5	Pramel46
PRAMEF5	Pramel51
PRAMEF5	Pramel42
PRAMEF5	Pramel47
PRAMEF5	Pramel35
PRAMEF5	Pramel36
PRAMEF5	Pramel44
PRAMEF5	Oog3
PRAMEF5	Pramel33
PRAMEF5	Pramel43
PRAMEF5	Gm13043
PRAMEF5	Pramel48
PRAMEF5	Pramel4
PRAMEF5	Pramel23
PRAMEF5	Pramel40
PRAMEF5	Pramel38
PRAMEF5	Pramel57
PRAMEF5	Pramel45
PRAMEF5	Pramel14
PRAMEF5	Pramel37
PRAMEF5	Pramel41
PRAMEF5	Gm13057
PRAMEF5	Pramel11
PRAMEF5	Prame62
PRAMEF5	Gm13040
PRAMEF5	Pramel16
PRAMEF5	Pramel7
PRAMEF5	Pramel29
PRAMEF5	Pramel25
PRAMEF5	Pramel34
PRAMEF5	Gm2042
PRAMEF5	Pramel6
PRAMEF5	Pramel54
PRAMEF5	Pramel15
PRAMEF5	C130073F10Rik
PRAMEF5	Pramel53
PRAMEF5	Oog2
PRAMEF5	Pramel5
PRAMEF5	Pramel49
PRAMEF5	Pramel27
PRAMEF5	Pramel12
PRAMEF5	Gm12790
PRAMEF5	Pramel28
PRAMEF5	Oog1
PRAMEF5	Pramel26
PRAMEF5	Oog4
PRAMEF5	Pramel18
PRAMEF5	Pramel17
PRAMEF5	Pramel13
PRAMEF5	Pramel32
FGD3	Fgd3
IL23R	Il23r
VEGFD	Vegfd
RPL10	Rpl10
KMT2E	Kmt2e
ZFPL1	Zfpl1
CISH	Cish
TNK1	Tnk1
KY	Ky
PRAMEF8	Pramel61
PRAMEF8	Pramel20
PRAMEF8	Pramel24
PRAMEF8	Pramel30
PRAMEF8	Pramel31
PRAMEF8	Pramel55
PRAMEF8	Pramel56
PRAMEF8	Pramel1
PRAMEF8	Pramel21
PRAMEF8	Pramel22
PRAMEF8	Pramel60
PRAMEF8	Pramel50
PRAMEF8	Gm16367
PRAMEF8	Pramel19
PRAMEF8	Pramel46
PRAMEF8	Pramel51
PRAMEF8	Pramel42
PRAMEF8	Pramel47
PRAMEF8	Pramel35
PRAMEF8	Pramel36
PRAMEF8	Pramel44
PRAMEF8	Oog3
PRAMEF8	Pramel33
PRAMEF8	Pramel43
PRAMEF8	Gm13043
PRAMEF8	Pramel48
PRAMEF8	Pramel4
PRAMEF8	Pramel23
PRAMEF8	Pramel40
PRAMEF8	Pramel38
PRAMEF8	Pramel57
PRAMEF8	Pramel45
PRAMEF8	Pramel14
PRAMEF8	Pramel37
PRAMEF8	Pramel41
PRAMEF8	Gm13057
PRAMEF8	Pramel11
PRAMEF8	Prame62
PRAMEF8	Gm13040
PRAMEF8	Pramel16
PRAMEF8	Pramel7
PRAMEF8	Pramel29
PRAMEF8	Pramel25
PRAMEF8	Pramel34
PRAMEF8	Gm2042
PRAMEF8	Pramel6
PRAMEF8	Pramel54
PRAMEF8	Pramel15
PRAMEF8	C130073F10Rik
PRAMEF8	Pramel53
PRAMEF8	Oog2
PRAMEF8	Pramel5
PRAMEF8	Pramel49
PRAMEF8	Pramel27
PRAMEF8	Pramel12
PRAMEF8	Gm12790
PRAMEF8	Pramel28
PRAMEF8	Oog1
PRAMEF8	Pramel26
PRAMEF8	Oog4
PRAMEF8	Pramel18
PRAMEF8	Pramel17
PRAMEF8	Pramel13
PRAMEF8	Pramel32
PRAMEF20	Pramel61
PRAMEF20	Pramel20
PRAMEF20	Pramel24
PRAMEF20	Pramel30
PRAMEF20	Pramel31
PRAMEF20	Pramel55
PRAMEF20	Pramel56
PRAMEF20	Pramel1
PRAMEF20	Pramel21
PRAMEF20	Pramel22
PRAMEF20	Pramel60
PRAMEF20	Pramel50
PRAMEF20	Gm16367
PRAMEF20	Pramel19
PRAMEF20	Pramel46
PRAMEF20	Pramel51
PRAMEF20	Pramel42
PRAMEF20	Pramel47
PRAMEF20	Pramel35
PRAMEF20	Pramel36
PRAMEF20	Pramel44
PRAMEF20	Oog3
PRAMEF20	Pramel33
PRAMEF20	Pramel43
PRAMEF20	Gm13043
PRAMEF20	Pramel48
PRAMEF20	Pramel4
PRAMEF20	Pramel23
PRAMEF20	Pramel40
PRAMEF20	Pramel38
PRAMEF20	Pramel57
PRAMEF20	Pramel45
PRAMEF20	Pramel14
PRAMEF20	Pramel37
PRAMEF20	Pramel41
PRAMEF20	Gm13057
PRAMEF20	Pramel11
PRAMEF20	Prame62
PRAMEF20	Gm13040
PRAMEF20	Pramel16
PRAMEF20	Pramel7
PRAMEF20	Pramel29
PRAMEF20	Pramel25
PRAMEF20	Pramel34
PRAMEF20	Gm2042
PRAMEF20	Pramel6
PRAMEF20	Pramel54
PRAMEF20	Pramel15
PRAMEF20	C130073F10Rik
PRAMEF20	Pramel53
PRAMEF20	Oog2
PRAMEF20	Pramel5
PRAMEF20	Pramel49
PRAMEF20	Pramel27
PRAMEF20	Pramel12
PRAMEF20	Gm12790
PRAMEF20	Pramel28
PRAMEF20	Oog1
PRAMEF20	Pramel26
PRAMEF20	Oog4
PRAMEF20	Pramel18
PRAMEF20	Pramel17
PRAMEF20	Pramel13
PRAMEF20	Pramel32
LRRC38	Lrrc38
LCOR	Lcor
LYST	Lyst
CLK4	Clk4
MND1	Mnd1
NLRP14	Nlrp14
NDUFAF6	Ndufaf6
TM4SF4	Tm4sf4
AP5B1	Ap5b1
CDC123	Cdc123
HACD2	Hacd2
KRT32	Krt32
RNU2-32P	Gm23206
KRT36	Krt36
IL17RE	Il17re
KRT15	Krt15
DERL1	Derl1
SNORA3C	Gm24888
FBXL19	Fbxl19
SMIM20	Smim20
SMARCA5	Smarca5
KRT9	Krt9
ALPK3	Alpk3
COL4A5	Col4a5
ALDH3B1	Aldh3b1
KRT14	Krt14
CMTM1	Cmtm1
KRT16	Krt16
RPS27L	Rps27l
YAF2	Yaf2
KRT35	Krt35
CCDC92B	Ccdc92b
BTBD17	Btbd17
ZNF280D	Zfp280d
CBX2	Cbx2
NSA2	Nsa2
SEPTIN14	Septin14
OMG	Omg
CKAP4	Ckap4
UBAC1	Ubac1
LRCOL1	Lrcol1
MIR193A	Mir193a
PTTG1	Pttg1
UTP23	Utp23
CHCT1	Chct1
SETD5	Setd5
SDS	Sds
DNAAF11	Dnaaf11
RNU6-623P	Gm56276
RNU6-623P	Gm55125
RNU6-623P	Gm55140
PDILT	Pdilt
RNU6-314P	Gm24150
RNU6-862P	Gm23819
TACSTD2	Tacstd2
PIGL	Pigl
EPDR1	Epdr1
PRAMEF19	Pramel61
PRAMEF19	Pramel20
PRAMEF19	Pramel24
PRAMEF19	Pramel30
PRAMEF19	Pramel31
PRAMEF19	Pramel55
PRAMEF19	Pramel56
PRAMEF19	Pramel1
PRAMEF19	Pramel21
PRAMEF19	Pramel22
PRAMEF19	Pramel60
PRAMEF19	Pramel50
PRAMEF19	Gm16367
PRAMEF19	Pramel19
PRAMEF19	Pramel46
PRAMEF19	Pramel51
PRAMEF19	Pramel42
PRAMEF19	Pramel47
PRAMEF19	Pramel35
PRAMEF19	Pramel36
PRAMEF19	Pramel44
PRAMEF19	Oog3
PRAMEF19	Pramel33
PRAMEF19	Pramel43
PRAMEF19	Gm13043
PRAMEF19	Pramel48
PRAMEF19	Pramel4
PRAMEF19	Pramel23
PRAMEF19	Pramel40
PRAMEF19	Pramel38
PRAMEF19	Pramel57
PRAMEF19	Pramel45
PRAMEF19	Pramel14
PRAMEF19	Pramel37
PRAMEF19	Pramel41
PRAMEF19	Gm13057
PRAMEF19	Pramel11
PRAMEF19	Prame62
PRAMEF19	Gm13040
PRAMEF19	Pramel16
PRAMEF19	Pramel7
PRAMEF19	Pramel29
PRAMEF19	Pramel25
PRAMEF19	Pramel34
PRAMEF19	Gm2042
PRAMEF19	Pramel6
PRAMEF19	Pramel54
PRAMEF19	Pramel15
PRAMEF19	C130073F10Rik
PRAMEF19	Pramel53
PRAMEF19	Oog2
PRAMEF19	Pramel5
PRAMEF19	Pramel49
PRAMEF19	Pramel27
PRAMEF19	Pramel12
PRAMEF19	Gm12790
PRAMEF19	Pramel28
PRAMEF19	Oog1
PRAMEF19	Pramel26
PRAMEF19	Oog4
PRAMEF19	Pramel18
PRAMEF19	Pramel17
PRAMEF19	Pramel13
PRAMEF19	Pramel32
C16orf92	4930451I11Rik
ZBED6	Zbed6
PSD	Psd
KCNA3	Kcna3
SNORA50A	Gm26265
ZC3H11B	Zc3h11a
SNORA50A	Gm26265
FOXD3	Foxd3
RABGAP1	Rabgap1
NME8	Nme8
TUBB3	Tubb3
ATP6V1G3	Atp6v1g3
MIR181B1	Mir181b-1
MIR181A1	Mir181a-1
SMIM38	Smim38
TRPV2	Trpv2
RGS2	Rgs2
IRAG1	Irag1
SNTG1	Sntg1
APOBEC2	Apobec2
CRYBG2	Crybg2
LRRC73	Lrrc73
SIM1	Sim1
SNORD49B	Snord49b
SNORD49A	Snord49a
SNORD65	Snord65
KRTAP2-1	Krtap5-26
KRTAP2-1	Krtap5-24
KRTAP2-1	Krtap5-2
KRTAP2-1	Krtap5-20
KRTAP4-8	Krtap5-26
KRTAP4-8	Krtap5-24
KRTAP4-8	Krtap5-2
KRTAP4-8	Krtap5-20
CD27	Cd27
TMEM234	Tmem234
KRTAP1-4	Krtap1-5
LY86	Ly86
KLHL11	Klhl11
CNGB1	Cngb1
CNP	Cnp
TIMM23	Timm23
TMPRSS6	Tmprss6
PZP	Mug1
PZP	Gm7298
PZP	Mug2
BMP5	Bmp5
GC	Gc
HSPB9	Hspb9
GP1BA	Gp1ba
BPHL	Bphl
TRAF4	Traf4
GADD45A	Gadd45a
TERT	Tert
CACTIN	Cactin
CNPY1	Cnpy1
IKZF5	Ikzf5
ESRRG	Esrrg
MIR96	Mir96
MIR183	Mir183
ZFX	Zfx
TRRAP	Trrap
GMFB	Gmfb
CSHL1	Gh
LHPP	Lhpp
BLM	Blm
OARD1	Oard1
RABAC1	Rabac1
PKP3	Pkp3
ITPRIPL2	Itpripl2
PITPNA	Pitpna
PRDM7	Prdm9
NEIL2	Neil2
SMNDC1	Smndc1
FAM89B	Fam89b
ZFP36	Zfp36
NDUFC2	Ndufc2
CRIP2	Crip2
TRIM36	Trim36
MKNK2	Mknk2
RNU6-430P	Gm26446
RAD9A	Rad9a
RNU6-1061P	Gm27449
MARVELD3	Marveld3
GNB3	Gnb3
SNORD71	Snord71
NET1	Net1
CNTNAP3	Cntnap3
CLEC3A	Clec3a
SEZ6	Sez6
SLC25A46	Slc25a46
ST3GAL1	St3gal1
ERCC4	Ercc4
VSIG2	Vsig2
CMTM8	Cmtm8
AP1M2	Ap1m2
CHRNB2	Chrnb2
MMP7	Mmp7
TMEM170B	Tmem170b
AKAP12	Akap12
UBLCP1	Ublcp1
LELP1	Lelp1
UBE2D3	Ube2d3
PRR9	Prr9
MUC20	Muc20
FTH1	Fth1
PGLYRP3	Pglyrp3
RET	Ret
TCF21	Tcf21
RILPL2	Rilpl2
ENPP5	Enpp5
NIT2	Nit2
CIAO2B	Ciao2b
PGLYRP4	Pglyrp4
COQ5	Coq5
B9D1	B9d1
RNU6-160P	Gm54461
FNDC1	Fndc1
RACK1	Rack1
TNFRSF18	Tnfrsf18
TM4SF1	Tm4sf1
ACY3	Acy3
B3GALT6	B3galt6
ADGRG7	Adgrg7
ARHGEF25	Arhgef25
C1QTNF12	C1qtnf12
SPMIP8	Spmip8
PLEKHO1	Plekho1
MTM1	Mtm1
EME2	Eme2
CCDC71	Ccdc71
STMND1	Stmnd1
GRAMD1C	Gramd1c
CIART	Ciart
DLK1	Dlk1
SCML4	Scml4
SAXO4	Saxo4
KCNG4	Kcng4
REXO1	Rexo1
PKD1L3	Pkd1l3
SSTR2	Sstr2
CPSF4L	Cpsf4l
NDUFA8	Ndufa8
RNU6-638P	Gm55574
KRTAP16-1	Krtap16-1
RNF222	Rnf222
C17orf99	6030468B19Rik
HSDL2	Hsdl2
TFAM	Tfam
GSG1L2	Gsg1l2
HNF1A	Hnf1a
TAS1R3	Tas1r3
DNAH2	Dnah2
CLDN20	Cldn20
IMPA1	Impa1
ZNF292	Zfp292
DCAF4	Dcaf4
CHD9	Chd9
RNU6-693P	Gm23124
CD5	Cd5
GJA1	Gja1
PTPRS	Ptprs
ELOVL2	Elovl2
MKI67	Mki67
DNAJB13	Dnajb13
UST	Ust
CUL9	Cul9
SPDYE4	Spdye4b
SPDYE4	Spdye4a
EPOP	Epop
CD6	Cd6
SPMAP1	Spmap1
DCAF7	Dcaf7
MVB12A	Mvb12a
UNC5B	Unc5b
DIPK1B	Dipk1b
CP	Cp
ZMYND19	Zmynd19
SLC35G6	Slc35g3
GPR142	Gpr142
TCERG1L	Tcerg1l
SLC35G3	Slc35g3
PRAMEF25	Pramel61
PRAMEF25	Pramel20
PRAMEF25	Pramel24
PRAMEF25	Pramel30
PRAMEF25	Pramel31
PRAMEF25	Pramel55
PRAMEF25	Pramel56
PRAMEF25	Pramel1
PRAMEF25	Pramel21
PRAMEF25	Pramel22
PRAMEF25	Pramel60
PRAMEF25	Pramel50
PRAMEF25	Gm16367
PRAMEF25	Pramel19
PRAMEF25	Pramel46
PRAMEF25	Pramel51
PRAMEF25	Pramel42
PRAMEF25	Pramel47
PRAMEF25	Pramel35
PRAMEF25	Pramel36
PRAMEF25	Pramel44
PRAMEF25	Oog3
PRAMEF25	Pramel33
PRAMEF25	Pramel43
PRAMEF25	Gm13043
PRAMEF25	Pramel48
PRAMEF25	Pramel4
PRAMEF25	Pramel23
PRAMEF25	Pramel40
PRAMEF25	Pramel38
PRAMEF25	Pramel57
PRAMEF25	Pramel45
PRAMEF25	Pramel14
PRAMEF25	Pramel37
PRAMEF25	Pramel41
PRAMEF25	Gm13057
PRAMEF25	Pramel11
PRAMEF25	Prame62
PRAMEF25	Gm13040
PRAMEF25	Pramel16
PRAMEF25	Pramel7
PRAMEF25	Pramel29
PRAMEF25	Pramel25
PRAMEF25	Pramel34
PRAMEF25	Gm2042
PRAMEF25	Pramel6
PRAMEF25	Pramel54
PRAMEF25	Pramel15
PRAMEF25	C130073F10Rik
PRAMEF25	Pramel53
PRAMEF25	Oog2
PRAMEF25	Pramel5
PRAMEF25	Pramel49
PRAMEF25	Pramel27
PRAMEF25	Pramel12
PRAMEF25	Gm12790
PRAMEF25	Pramel28
PRAMEF25	Oog1
PRAMEF25	Pramel26
PRAMEF25	Oog4
PRAMEF25	Pramel18
PRAMEF25	Pramel17
PRAMEF25	Pramel13
PRAMEF25	Pramel32
EFCAB5	Efcab5
LRSAM1	Lrsam1
VAMP3	Vamp3
CCDC6	Ccdc6
UTS2	Uts2
C12orf75	1500009L16Rik
SPMIP5	Spmip5
CIROZ	Gm572
UPK3BL2	Upk3bl
NUDT14	Nudt14
POLR2J2	Polr2j
TRIM8	Trim8
SEPTIN7	Septin7
MIR101-1	Mir101a
C12orf43	2210016L21Rik
SETSIP	Set
NUAK2	Nuak2
TANC2	Tanc2
BBC3	Bbc3
TMED10	Tmed10
LEMD1	Lemd1
TMED7	Tmed7
CLPS	Clps
LYRM4	Lyrm4
UBE2B	Ube2b
PI4KA	Pi4ka
VSTM2L	Vstm2l
FLVCR2	Flvcr2
BICRA	Bicra
PAGR1	Gm42742
PAGR1	Pagr1a
RNA5SP534	Gm54615
SYT14	Syt14
ENTPD6	Entpd6
DLC1	Dlc1
MAPK8IP3	Mapk8ip3
USP6	Usp32
FGFR2	Fgfr2
CCDC60	Ccdc60
NDUFA11	Ndufa11
CLEC3B	Clec3b
OCRL	Ocrl
CTDSPL2	Ctdspl2
AMOTL2	Amotl2
LSR	Lsr
APOF	Apof
LAG3	Lag3
RIOK2	Riok2
MYB	Myb
DTNA	Dtna
SLC1A2	Slc1a2
WNT9A	Wnt9a
PBX1	Pbx1
MDM1	Mdm1
SLC36A1	Slc36a1
SERPINA10	Serpina10
ATG3	Atg3
RPL39	Rpl39
TSPAN7	Tspan7
NPTX1	Nptx1
OR2AK2	Or2ak7
OR2AK2	Or2ak5
OR2AK2	Or2ak4
OR2AK2	Or2ak6
OR6K6	Or6k6
FCRLB	Fcrlb
CCL7	Ccl7
CCL11	Ccl11
FAM219B	Fam219b
CCL8	Ccl12
CCL8	Ccl8
PRSS38	Prss38
FKBP11	Fkbp11
OR2L13	Or2l13b
OR2L13	Or2l13
PSMC1	Psmc1
CCL2	Ccl2
PRAMEF18	Pramel61
PRAMEF18	Pramel20
PRAMEF18	Pramel24
PRAMEF18	Pramel30
PRAMEF18	Pramel31
PRAMEF18	Pramel55
PRAMEF18	Pramel56
PRAMEF18	Pramel1
PRAMEF18	Pramel21
PRAMEF18	Pramel22
PRAMEF18	Pramel60
PRAMEF18	Pramel50
PRAMEF18	Gm16367
PRAMEF18	Pramel19
PRAMEF18	Pramel46
PRAMEF18	Pramel51
PRAMEF18	Pramel42
PRAMEF18	Pramel47
PRAMEF18	Pramel35
PRAMEF18	Pramel36
PRAMEF18	Pramel44
PRAMEF18	Oog3
PRAMEF18	Pramel33
PRAMEF18	Pramel43
PRAMEF18	Gm13043
PRAMEF18	Pramel48
PRAMEF18	Pramel4
PRAMEF18	Pramel23
PRAMEF18	Pramel40
PRAMEF18	Pramel38
PRAMEF18	Pramel57
PRAMEF18	Pramel45
PRAMEF18	Pramel14
PRAMEF18	Pramel37
PRAMEF18	Pramel41
PRAMEF18	Gm13057
PRAMEF18	Pramel11
PRAMEF18	Prame62
PRAMEF18	Gm13040
PRAMEF18	Pramel16
PRAMEF18	Pramel7
PRAMEF18	Pramel29
PRAMEF18	Pramel25
PRAMEF18	Pramel34
PRAMEF18	Gm2042
PRAMEF18	Pramel6
PRAMEF18	Pramel54
PRAMEF18	Pramel15
PRAMEF18	C130073F10Rik
PRAMEF18	Pramel53
PRAMEF18	Oog2
PRAMEF18	Pramel5
