fam162a	Fam162b
cavin1a	Cavin1
slc35f3a	Slc35f3
nolc1	Nolc1
snx1a	Snx1
slc3a2a	Slc3a2
cbln4	Cbln4
tufm	Tufm
chrm5b	Chrm5
itgb1a	Itgb1
st3gal3a	St3gal3
nfixa	Nfix
shisa4	Shisa4
ubxn2a	Ubxn2a
C20H6orf58	2310057J18Rik
cabp5a	Cabp5
snx24	Snx24
podxl	Podxl
rab43	Rab43
tgfb1b	Tgfb1
prozb	Proz
atp6ap1b	Atp6ap1
shtn1	Shtn1
entpd1	Entpd1
tox2	Tox2
p3h3	P3h3
edem1	Edem1
crybg1b	Crybg1
bicd1a	Bicd1
ncapd2	Ncapd2
dnajc18	Dnajb3
dnajc18	Dnajb1
dnajc18	Dnajb8
dnajc18	Dnajb7
dnajc18	4930503B20Rik
tnfrsfa	Tnfrsf25
tnfrsfa	Tnfrsf11a
tnfrsfa	Tnfrsf22
tnfrsfa	Tnfrsf23
tnfrsfa	Tnfrsf26
tnfrsfa	Tnfrsf4
tnfrsfa	Nradd
tnfrsfa	Ltbr
tnfrsfa	Tnfrsf18
tnfrsfa	Cd27
tnfrsfa	Tnfrsf14
tnfrsfa	Tnfrsf10b
tnfrsfa	Tnfrsf8
ropn1l	Ropn1l
stpg1	Stpg1
mrvi1	Irag1
mdc1	Mdc1
matn3b	Matn3
zfhx3a	Zfhx2
taf3	Taf3
lamp2	Lamp2
st6galnac4	St6galnac4
tmem72	Tmem72
zgc:100868	Prss33
zgc:100868	Prss42
zgc:100868	Klk15
zgc:100868	Prss47
zgc:100868	Prss40
zgc:100868	Prss39
zgc:100868	Prss34
zgc:100868	Prss48
zgc:100868	Prss32
zgc:100868	Prss46
snap29	Snap29
cep126	Cep126
phkb	Phkb
pdcd6	Pdcd6
nelfa	Nelfa
sst2	Sst
ywhag2	Ywhag
rabl2	Rabl2
si:ch1073-391i24.1	Ptprm
tgfbr3	Tgfbr3
selenom	Selenom
si:dkey-96f10.1	Pfkfb1
rbfa	Rbfa
si:ch211-13f8.1	BC034090
lrrc15	Tlr3
shank1	Shank1
eno4	Eno4
epas1b	Epas1
zgc:66443	Zfp119a
zgc:66443	Gm3604
zgc:66443	Zfp930
zgc:66443	Zfp938
zgc:66443	Zfp936
zgc:66443	Gm35315
zgc:66443	Gm14419
zgc:66443	Gm5141
zgc:66443	Gm32687
zgc:66443	Gm4767
zgc:66443	Zfp1005
zgc:66443	Zfp976
zgc:66443	Zfp1006
zgc:66443	Zfp873
zgc:66443	Zfp345
zgc:66443	Zfp959
zgc:66443	Zfp958
zgc:66443	Zfp808
zgc:66443	Zfp965
zgc:66443	Zfp997
zgc:66443	Zfp442
zgc:66443	Zfp1004
zgc:66443	Gm14443
zgc:66443	Gm14406
zgc:66443	Zfp999
zgc:66443	Zfp973
zgc:66443	Zfp972
zgc:66443	Platr25
zgc:66443	Zfp433
zgc:66443	Zfp120
zgc:66443	AU041133
zgc:66443	Zfp1000
zgc:66443	Gm17655
zgc:66443	Gm14393
zgc:66443	Zfp1007
zgc:66443	Zfp935
zgc:66443	Zfp998
zgc:66443	Gm14399
zgc:66443	Gm14444
zgc:66443	Zfp1001
zgc:66443	Zfp970
zgc:66443	Zfp937
zgc:66443	Gm10778
zgc:66443	Gm14412
zgc:66443	Gm14401
zgc:66443	Zfp934
zgc:66443	Gm2004
zgc:66443	Zfp1008
zgc:66443	Zfp119b
zgc:66443	B230307C23Rik
zgc:66443	Zfp781a
zgc:66443	Gm45871
zgc:66443	Zfp950
zgc:66443	A630089N07Rik
ppp2r5a	Ppp2r5a
atad2b	Atad2b
bhlhe22	Bhlhe22
grip2b	Grip2
plch1	Plch1
fermt2	Fermt2
bud23	Bud23
ercc2	Ercc2
drd2b	Drd2
grm1b	Grm1
tph1a	Tph1
avpi1	Avpi1
arhgef28a	Arhgef28
entpd2b	Entpd2
fam83ha	Fam83h
lyve1a	Lyve1
spred3	Spred3
hspbp1	Hspbp1
eif4g3b	Eif4g3
slc37a4bl	Slc17a3
slc37a4bl	Slc17a2
slc37a4bl	Slc17a5
slc37a4bl	Slc17a4
slc37a4bl	Slc17a1
dtl	Dtl
ankrd33ba	Ankrd33b
mtres1	Mtres1
dyrk1aa	Dyrk1a
dolpp1	Dolpp1
cpa1	Cpa1
fam53c	Fam53c
glrbb	Glrb
cela1.3	Cela1
tasp1	Tasp1
ncor2	Ncor2
ecrg4b	Ecrg4
mab21l1	Mab21l1
nbeab	Nbea
cobl	Cobl
aven	Aven
ppdpfb	Ppdpf
adnpb	Adnp
cd151	Cd151
ssbp2b	Ssbp2
best2	Best2
tpm4a	Tpm4
cep41	Cep41
atrx	Atrx
ap3s2	Ap3s2
zgc:165423	Prss29
zgc:165423	Prss28
zgc:165423	Tpsb2
zgc:165423	Tpsab1
zgc:165423	Tpsg1
crtap	Crtap
gria2b	Gria2
arr3a	Arr3
ube2q2	Ube2q2
ube2q2	Ube2q2l
ube2q2	AA414768
ints7	Ints7
dytn	Dytn
mapre2	Mapre2
zgc:153405	H1f6
ntrk2b	Ntrk2
zgc:194621	Epsti1
ryr3	Ryr3
zgc:101858	Dhrs2
zgc:101858	Cbr3
zgc:101858	Dhrs4
pabpc1l	Pabpc1l
cinp	Cinp
tmpoa	Tmpo
tmpoa	Lemd1
stmn2a	Stmn2
mpzl2b	Mpzl2
atp11c	Atp11c
kcnj1a.5	Kcnj1
snrnp48	Snrnp48
tmem238a	Tmem238
slc26a10	Slc26a10
keap1b	Keap1
golm2	Golm2
nherf1a	Nherf1
kcnj1a.3	Kcnj1
ebi3	Ebi3
get3	Get3
gtf2h5	Gtf2h5
cdh26.1	Cdh26
kcnj1a.4	Kcnj1
glsa	Gls
meaf6	Meaf6
kcnj1a.2	Kcnj1
spoplb	Spopl
lrpprc	Lrpprc
eps8l3b	Eps8l3
kcnj1a.6	Kcnj1
rec8b	Rec8
emilin2a	Emilin2
ralgapb	Ralgapb
ing3	Ing3
mrpl39	Mrpl39
rnasekb	Rnasek
sec61g	Sec61g
rad23aa	Rad23a
sgce	Sgce
C20H6orf58	2310057J18Rik
ace	Ace3
nyap2b	Nyap2
dennd3b	Dennd3
mpp4b	Mpp4
slc7a9	Slc7a9
BACC1	Bacc1
lin28aa	Lin28a
adnp2a	Adnp2
skilb	Skil
nnt	Nnt
si:rp71-19m20.1	2310057M21Rik
dis3	Dis3
nop53	Nop53
slc4a2a	Slc4a2
stox2a	Stox2
tpk1	Tpk1
mecr	Mecr
sf3b2	Sf3b2
hsh2d	Hsh2d
lmf2b	Lmf2
hsf2bp	Hsf2bp
PRLHR	Prlhr
stk11	Stk11
oxgr1b	Oxgr1
serping1	Serping1
pms2	Pms2
cd164l2	Cd164l2
st6galnac5b	St6galnac5
mark3a	Mark3
htra4	Htra4
uqcc4	Uqcc4
fgd4a	Fgd4
pkn3	Pkn3
hs6st3b	Hs6st3
kiaa0232	D5Ertd579e
plch2a	Plch2
fam20b	Fam20b
armc1	Armc1
dap	Dap
pdgfc	Pdgfc
atp6v1aa	Atp6v1a
cbr1l	Dhrs2
cbr1l	Cbr3
cbr1l	Dhrs4
ush1c	Ush1c
smfn	Rexo2
klhl11	Klhl11
tph1b	Tph1
rcvrn3	Rcvrn
cryaa	Cryaa
dysf	Dysf
tmem184bb.2	Tmem184b
abcg2b	Abcg3
ccr2	Ccr1
ccr2	Ccr2
ccr2	Ccr4
ccr2	Ccr5
ccr2	Ccr1l1
ccr2	Ccrl2
ccr2	Ccr3
ccr2	Ccr8
pard3ab	Pard3
THEM6	Them6
dhdds	Dhdds
mlh1	Mlh1
tspan18a	Tspan18
colgalt2a	Colgalt2
adamts12	Adamts12
rpl34	Rpl34
sik1	Sik1
them6	Them6
atp5pb	Atp5pb
wwox	Wwox
il1fma	Il1f10
il1fma	Il1rn
il1fma	Il36rn
il1fma	Il1b
il1fma	Il36b
il1fma	Il36a
il1fma	Il36g
svila	Svil
ggt1l2.2	Ggt1
rfc5	Rfc5
napbb	Napb
cacna1eb	Cacna1e
myl2b	Myl2
abrab	Abra
nif3l1	Nif3l1
adgrb3	Adgrb3
decr2	Decr2
atp5f1c	Atp5f1c
nrgna	Nrgn
tyro3	Tyro3
trpc5b	Trpc5
itpk1b	Itpk1
gpn2	Gpn2
myo1g	Myo1g
rassf8b	Rassf8
poli	Poli
smarca4a	Smarca4
isy1	Isy1
fbrs	Fbrs
eprs1	Eprs1
hmgb3b	Hmgb3
gdpd3b	Gdpd3
lin28ab	Lin28a
kif6	Kif6
stab1	Stab1
zpax4	4930562C15Rik
zpax4	Zp1
zpax4	Zp2
cxcl12a	Cxcl12
s1pr5b	S1pr5
wdfy2	Wdfy2
mmp28	Mmp28
loxa	Lox
gramd4b	Gramd4
irak3	Irak3
mvp	Mvp
aldoaa	Aldoart2
aldoaa	Aldoart1
aldoaa	Aldoa
aclyb	Acly
smap2	Smap2
wsb2	Wsb2
znf644b	Zfp644
cul3b	Cul3
mmp16b	Mmp16
vsnl1a	Vsnl1
nptnb	Nptn
ppardb	Ppard
lhx9	Lhx9
glt8d1	Glt8d1
col18a1a	Col18a1
si:ch211-207g17.3	Ccr1
si:ch211-207g17.3	Ccr2
si:ch211-207g17.3	Ccr4
si:ch211-207g17.3	Ccr5
si:ch211-207g17.3	Ccr1l1
si:ch211-207g17.3	Ccrl2
si:ch211-207g17.3	Ccr3
si:ch211-207g17.3	Ccr8
taf5	Taf5
pglyrp6	Pglyrp2
spata2l	Spata2l
cldn10a	Cldn10
ampd3a	Ampd3
dynlt5	Dynlt5
tomm20b	Tomm20
skic2	Skic2
tgif1	Tgif1
cln3	Cln3
s1pr4	S1pr4
her6	Hes1
hyal3	Hyal3
atp11b	Atp11b
lrrc24	Lrrc24
cyp2ae1	Cyp2j5
cyp2ae1	Cyp2j12
cyp2ae1	Cyp2j6
cyp2ae1	Cyp2j8
cyp2ae1	Cyp2j11
cyp2ae1	Cyp2j7
rec114	Rec114
mbtd1	Mbtd1
gfra4b	Gfra4
prkar2aa	Prkar2a
chst12b.6	Chst12
gtdc1	Gtdc1
si:dkeyp-115e12.6	Cenpf
grip2a	Grip2
dcun1d3	Dcun1d3
C5H9orf85	1110059E24Rik
erap1a	Erap1
rapgef1a	Rapgef1
hmbox1a	Hmbox1
arl6ip5b	Arl6ip5
themis	Themis
rbm34	Rbm34
ap2a1	Ap2a1
psme3ip1	Psme3ip1
psmd8	Psmd8
pygmb	Pygm
strap	Strap
lhx6a	Lhx6
zgc:158423	Slc3a2
pccb	Pccb
si:ch211-215e19.7	Fcamr
saysd1	Saysd1
ankrd44	Ankrd44
nsd3	Nsd3
cracr2b	Cracr2b
chst12b.5	Chst12
tom1	Tom1
lrif1	Lrif1
mtmr7a	Mtmr7
ano9a	Ano9
ccdc15	Ccdc15
rangap1b	Rangap1
rnf40	Rnf40
mrrf	Mrrf
chst12b.4	Chst12
cabp1a	Cabp1
rint1	Rint1
ggnbp2	Ggnbp2
setx	Setx
setx	Gm35586
setx	Ct55
setx	4933416I08Rik
setx	Mov10l1
stag1a	Stag1
stox1	Stox1
kcmf1	Kcmf1
arrdc3a	Arrdc3
susd5	Susd5
nelfe	Nelfe
gpcpd1	Gpcpd1
tent4a	Tent4a
saal1	Saal1
ing2	Ing2
smc1b	Smc1b
mgat4a	Mgat4a
srcap	Srcap
amh	Amh
tnrc6bb.2	Tnrc6b
helz2b	Helz2
bag3	Bag3
rbm18	Rbm18
sod3b	Sod3
slc44a5b	Slc44a5
isl2b	Isl2
pdf	Pdf
pdgfbb	Pdgfb
sf3b1	Sf3b1
cfap92	Cfap92
polr1a	Polr1a
asxl2	Asxl2
lmod1b	Lmod1
ppp1r9a	Ppp1r9a
ntm	Opcml
espnlb	Espnl
GPT	Gpt
otud5a	Otud5
arhgap15	Arhgap15
myct1a	Myct1
zp2l1	4930562C15Rik
prkceb	Prkce
mrps6	Mrps6
serac1	Serac1
slc45a4b	Slc45a4
mycbp2	Mycbp2
ctdsp2	Ctdsp2
camk2g1	Camk2g
dnase1l1	Dnase1l1
alkal2a	Alkal2
dlgap5	Dlgap5
gkap1	Gkap1
si:ch211-89o9.4	Zfp638
commd4	Commd4
lta4h	Lta4h
tbce	Tbce
zc3h4	Zc3h4
luzp2	Luzp2
st6gal2b	St6gal2
enpep	Enpep
mlip	Mlip
arid1aa	Arid1a
wnt4	Wnt4
slc6a2	Slc6a2
chd8	Chd8
pgm2l1	Pgm2l1
psmd14	Psmd14
thap11	Thap11
camk4	Camk4
zgc:153115	Klf16
zgc:153115	Zfp352
zgc:153115	Klf14
zgc:153115	Klf17
kcnq2b	Kcnq2
baz2a	Baz2a
zmat1	Zmat1
pafah1b2	Pafah1b2
sec22bb	Sec22b
si:ch211-198a12.6	Zfp418
si:ch211-198a12.6	Zfp267
si:ch211-198a12.6	Zfp846
si:ch211-198a12.6	Zfp940
chtopb	Chtop
pptc7a	Pptc7
uri1	Uri1
tubgcp3	Tubgcp3
kcnh2a	Kcnh2
unc5da	Unc5d
ifih1	Ifih1
ripply2	Ripply1
arhgap4b	Arhgap4
gtpbp2b	Gtpbp2
fyb1b	Fyb1
arl6	Arl6
kcnj1a.1	Kcnj1
gfod2	Gfod2
srsf6a	Srsf6
cept1b	Cept1
foxp4	Foxp4
si:dkey-161j23.5	Katnip
b4galnt1a	B4galnt1
chst12b.2	Chst12
figla	Figla
adma	Adm
si:ch211-215e19.6	Fcamr
adissp	Adissp
ptch2	Ptch2
cbsb	Cbs
znf839	Zfp839
C22H1orf53	2310009B15Rik
cdkn1ba	Cdkn1b
anxa3a	Anxa3
cdc20	Cdc20
kitlgb	Kitl
c3a.5	C3
trmt6	Trmt6
osgin2	Osgin2
sgip1b	Sgip1
pla2g7	Pla2g7
sall3a	Sall3
baiap2l2a	Baiap2l2
dao.1	Dao
nog1	Nog
csrp2	Csrp2
tssk6	Tssk6
gcgb	Gcg
MYO9B	Myo9b
mtfr1	Mtfr1
gatad2ab	Gatad2a
septin12	Septin12
timm17a	Timm17a
mns1	Mns1
galns	Galns
dmac2	Dmac2
adam23a	Adam23
fbxl2	Fbxl2
acad9	Acad9
adpgk	Adpgk
slc35d1b	Slc35d1
nrp1a	Nrp1
scaper	Scaper
upp1	Upp1
bend3	Bend3
oxnad1	Oxnad1
katnip	Katnip
cep78	Cep78
chrna4a	Chrna4
cela1.4	Cela1
znrd2	Znrd2
acbd5a	Acbd5
ckma	Ckm
papss1	Papss1
csf2rb	Il2rb
shisa7a	Shisa7
acsl4b	Acsl4
fgf18a	Fgf18
tmem18	Tmem18
cd8b	Cd8b1
wizb	Wiz
aip	Aip
specc1lb	Specc1l
prpsap2	Prpsap2
wiza	Wiz
gstk2	Gstk1
stip1	Stip1
anpepb.1	Anpep
ctdspl2a	Ctdspl2
apoeb	Apoe
kcnk13a	Kcnk13
sf3b6	Sf3b6
dtna	Dtna
klf3	Klf3
aqp3b	Aqp3
cpeb1a	Cpeb1
gip	Gip
uggt2	Uggt2
si:ch211-215e19.4	Fcamr
si:dkey-161j23.7	Katnip
ranbp10	Ranbp10
chst12b.3	Chst12
rapgef4a	Rapgef4
dmrt1	Dmrt1
nrf1	Nrf1
cbx6b	Nptxr
ace2	Ace2
zgc:113423	Bend2
tdrd6a	Tdrd6
adcyap1b	Adcyap1
tbc1d2	Tbc1d2
si:ch211-188p14.5	Mslnl
zbtb26	Zbtb26
cox6b1	Cox6b2
raver2	Raver2
cwc15	Cwc15
abcc4	Abcc4
clocka	Clock
si:ch211-188p14.4	Mslnl
nek6	Nek6
mtrf1l	Mtrf1l
gnb3a	Gnb3
slc35f2l	Slc35f2
pvalb6	Pvalb
c3b.2	C3
sirt2	Sirt2
mcmbp	Mcmbp
hdhd3	Hdhd3
mxra7	Mxra7
nbn	Nbn
pdia6	Pdia6
cpa5	Cpa1
tbx6	Tbx6
ucp1	Ucp1
zfyve27	Zfyve27
mcm8	Mcm8
fermt3a	Fermt3
arfrp1	Arfrp1
slc2a11l	Slc2a7
spock1	Spock1
rad54b	Rad54b
anpepb.2	Anpep
st8sia1	St8sia1
znf148	Zfp148
lpcat2	Lpcat2b
lpcat2	Lpcat2
fam89b	Fam89b
si:zfos-169g10.2	Sstr5
gramd1ba	Gramd1b
nme6	Nme6
npr1b	Npr2
arl8ba	Arl8b
dyrk1b	Dyrk1b
lcat	Lcat
tafa4b	Tafa3
si:ch73-281k2.5	Notch2
apobb.1	Apob
inpp5f	Inpp5f
cd8a	Cd8a
ppid	Ppid
fam234a	Fam234a
plac8.1	Plac8
cped1	Cped1
kif23	Kif23
psap	Psap
pcyt2	Pcyt2
yes1	Yes1
si:ch211-147g22.4	H2-M11
si:ch211-147g22.4	H2-M10.6
si:ch211-147g22.4	H2-T9
si:ch211-147g22.4	H2-Q10
si:ch211-147g22.4	H2-M1
si:ch211-147g22.4	H2-T3
si:ch211-147g22.4	H2-M2
si:ch211-147g22.4	H2-Q5
si:ch211-147g22.4	H2-M3
si:ch211-147g22.4	H2-M10.4
si:ch211-147g22.4	H2-M9
si:ch211-147g22.4	H2-M10.5
si:ch211-147g22.4	H2-M10.3
si:ch211-147g22.4	H2-M10.2
si:ch211-147g22.4	H2-T24
si:ch211-147g22.4	H2-Q7
si:ch211-147g22.4	H2-T23
si:ch211-147g22.4	H2-Q1
si:ch211-147g22.4	H2-T22
si:ch211-147g22.4	2410137M14Rik
si:ch211-147g22.4	H2-M10.1
si:ch211-147g22.4	H2-M5
si:ch211-147g22.4	H2-Q4
si:ch211-147g22.4	H2-Q6
si:ch211-147g22.4	H2-T15
si:ch211-147g22.4	H2-T5
si:ch211-147g22.4	H2-K1
si:ch211-147g22.4	H2-Q2
si:ch211-147g22.4	H2-D1
si:ch211-147g22.4	H2-T13
si:ch211-147g22.4	H2-T10
ece2a	Eef1akmt4
kmt5c	Kmt5c
atg10	Atg10
kcnk4a	Kcnk4
kl	Kl
pdss2	Pdss2
mnta	Mnt
cela1.5	Cela1
sbf2	Sbf2
znf143b	Zfp143
rfc3	Rfc3
scly	Scly
apex2	Apex2
vps29	Vps29
vps26c	Vps26c
nek4	Nek4
fermt1	Fermt1
barhl2	Barhl2
ints6	Ints6
pcnt	Pcnt
gpn3	Gpn3
neo1b	Neo1
gtpbp10	Gtpbp10
hpcal1	Hpcal1
tmem179aa	Tmem179
pstpip1b	Pstpip1
elac2	Elac2
ccdc135	Drc7
mhc1lja	Raet1d
mhc1lja	Cd1d2
mhc1lja	Cd1d1
mhc1lja	Ulbp1
mhc1lja	Raet1e
yars1	Yars1
maptb	Mapt
ism1	Ism1
slc22a16	Slc22a16
ghra	Il12rb1
ghra	Il11ra3
ghra	Il11ra2
ghra	Il11ra1
ghra	Ghr
ghra	Crlf2
ghra	Il2rg
ghra	Osmr
ghra	Il27ra
ghra	Il6ra
ghra	Il23r
ghra	Il13ra1
zmat2	Zmat2
alg13	Alg13
mmrn2a	Mmrn2
si:dkey-8l13.5	BC051019
arpc3	Arpc3
sema4ba	Sema4b
akip1	Akip1
spcs1	Spcs1
dot1l	Dot1l
gas1b	Gas1
cdk2ap2	Cdk2ap2
sae1	Sae1
ube2s	Ube2srt
ube2s	Ube2s
fam83ga	Fam83g
mhc1lfa	Raet1d
mhc1lfa	Cd1d2
mhc1lfa	Cd1d1
mhc1lfa	Ulbp1
mhc1lfa	Raet1e
primpol	Primpol
gcga	Gcg
mettl16	Mettl16
bscl2	Bscl2
synj2bp	Synj2bp
nfat5a	Nfat5
dennd1b	Dennd1b
bmpr1aa	Bmpr1a
cdca3	Cdca3
ctnnd2a	Ctnnd2
grapa	Grap
angpt1	Angpt1
bpnt1	Bpnt1
zgc:92040	Prodh2
nphp3	Nphp3
cdpf1	Cdpf1
ca4b	Car4
kcnj5	Kcnj5
cox19	Cox19
klhl10b.1	Klhl10
plk4	Plk4
ctdspl2b	Ctdspl2
ercc6	Ercc6
pde7a	Pde7a
apoc1	Apoc1
etfdh	Etfdh
brat1	Brat1
pimr7	Smc5
stat3	Stat3
stmn3	Stmn3
trub2	Trub2
srd5a1	Srd5a1
pcid2	Pcid2
smc1al	Smc1a
s100s	S100a2
s100s	S100a7a
s100s	S100a3
s100s	S100a14
s100s	S100a4
s100s	S100a6
s100s	S100g
s100s	Crnn
s100s	S100a9
s100s	Gm5849
s100s	Gm63953
s100s	Gm63964
s100s	S100a8
s100s	S100a5
asb4	Asb4
iscub	Iscu
them4	Them4
ptprk	Ptprk
nup205	Nup205
srek1ip1	Srek1ip1
baalcb	Baalc
plbd1b	Plbd1
ercc6l2	Ercc6l2
bmp2b	Bmp2
actn3b	Actn3
ssh2a	Ssh2
tet3	Tet3
cwc27	Cwc27
eef2l2	Eef2
amer3	Amer3
fbxo4	Fbxo4
tmem176l.3a	Ms4a18
tmem176l.3a	Ms4a10
tmem176l.3a	Ms4a14
tmem176l.3a	Ms4a6d
tmem176l.3a	Ms4a6c
tmem176l.3a	Ms4a6b
tmem176l.3a	Ms4a1
tmem176l.3a	Ms4a2
tmem176l.3a	Ms4a13
tmem176l.3a	Ms4a15
tmem176l.3a	Ms4a5
tmem176l.3a	Ms4a7
tmem176l.3a	Ms4a19
tmem176l.3a	Ms4a20
cnbpb	Zcchc13
cnbpb	Cnbp
dao.3	Dao
lgals9l6	Lgals9
papola	Papola
htra1b	Htra1
uba5	Uba5
opcml	Ntm
pcdh19	Pcdh19
uspl1	Uspl1
jarid2a	Jarid2
nab1a	Nab1
nipa1	Nipa1
kcna1a	Kcna1
mid1ip1a	Mid1ip1
cacna1ba	Cacna1b
axdnd1	Axdnd1
eogt	Eogt
lgals9l5	Lgals9
cnot4a	Cnot4
tdp1	Tdp1
rimoc1	Rimoc1
tmem167a	Tmem167
kctd17	Kctd17
tcf12	Tcf12
cnot7	Cnot7
fbxw2	Fbxw2
sobpa	Sobp
med27	Med27
helz2a	Helz2
plod3	Plod3
zdhhc18a	Zdhhc18
ino80e	Ino80e
si:dkey-122a22.2	Ephx3
creg2	Creg2
trmt44	Trmt44
cnksr1	Cnksr1
epn1b	Epn1
rad9b	Rad9b
adarb1b	Adarb1
setmar	Setmar
lcp2a	Lcp2
tmem237b	Tmem237
pigrl3.5	Fcamr
paplna	Papln
abhd17b	Abhd17b
slc66a3	Slc66a3
stk38b	Stk38
nup85	Nup85
ifi44b	Ifi44l
ifi44b	Ifi44
mhc1lda	Raet1d
mhc1lda	Cd1d2
mhc1lda	Cd1d1
mhc1lda	Ulbp1
mhc1lda	Raet1e
cyth4b	Cyth4
dbndd1	Dbndd1
gcat	Gcat
vsx2	Vsx2
hmgn2	Gm20379
hmgn2	Hmgn2-ps
hmgn2	Hmgn2
nav3	Nav3
gra	Eif4ebp2
pgam5	Pgam5
arhgef7a	Arhgef7
necap1	Necap1
coch	Coch
med13b	Med13
shank3a	Shank3
si:ch211-215e19.3	Fcamr
epn2	Epn2
sptlc3	Sptlc3
chrna2b	Chrna2
rab11fip3	Rab11fip3
timm10b	Timm10b
polr1e	Polr1e
si:ch211-215e19.8	Fcamr
rsph4a	Rsph6a
rsph4a	Rsph4a
smpdl3b	Smpdl3b
bicra	Bicra
lrit3b	Lrit3
ccs	Ccs
mc1r	Mc1r
lgals3a	Lgals3
nudt13	Nudt13
rpl10	Rpl10
rpl10	Rpl10l
rpl10	Rpl10-ps3
b4galnt3a	B4galnt3
ndst1a	Ndst1
tbc1d14	Tbc1d14
gng3	Gng3
pygo2	Pygo2
znf407	Zfp407
ehd2b	Ehd2
rab44	Rab44
mdfi	Mdfi
kif26aa	Kif26a
otogl	Otogl
mhc1lla	Raet1d
mhc1lla	Cd1d2
mhc1lla	Cd1d1
mhc1lla	Ulbp1
mhc1lla	Raet1e
tes	Tesl1
tes	Tes
rspry1	Rspry1
unc5db	Unc5d
bend5	Bend5
rbm14b	Rbm14
cyb5r3	Cyb5r3
dacha	Dach2
crb1	Crb1
st6galnac1.1	St6galnac1
panx3	Panx3
entpd8	Entpd8
grin2ab	Grin2a
pfkfb4b	Pfkfb4
dennd4b	Dennd4b
nhsl1a	Nhsl1
ttll6	Ttll8
ttll6	Kprp
dpp9	Dpp9
camk2n1a	Camk2n2
josd2	Josd2
apoa1a	Apoa1
mpx	Epx
rab3ab	Rab3a
rxfp1	Rxfp1
ano5a	Ano5
man2b2	Man2b2
def8	Def8
ush1gb	Ush1g
cracdla	Gm14569
lhx8b	Lhx8
lrrc57	Lrrc57
asphd2	Asphd2
nhsb	Nhs
fbxo5	Fbxo5
nsdhl	Nsdhl
lsm8	Lsm8
rab4a	Rab4a
angptl1a	Angptl1
mboat7	Mboat7
slc12a8	Slc12a8
rad1	Rad1
rorc	Rorc
rorc	Nr1h5
rorc	Nr1i3
stac3	Stac3
mcfd2	Mcfd2
arfgef3	Arfgef3
scrt1b	Scrt1
sema5a	Sema5a
tnmd	Tnmd
si:dkey-52p2.5	Raet1d
si:dkey-52p2.5	Cd1d2
si:dkey-52p2.5	Cd1d1
si:dkey-52p2.5	Ulbp1
si:dkey-52p2.5	Raet1e
ralgps2	Ralgps2
tmem131l	Tmem131l
ccnt1	Ccnt1
si:dkeyp-104b3.21	Fcamr
lgi2b	Lgi2
trim16	Trim16
adgrb1a	Adgrb1
ppp1r37	Ppp1r37
ankrd10a	Ankrd10
stard13b	Stard13
erbb4a	Erbb4
mfsd6a	Mfsd6
pde4bb	Pde4b
gna14a	Gna14
nphs2	Nphs2
tmem184bb.1	Tmem184b
amt	Amt
sv2ba	Sv2b
git2b	Git2
sp7	Sp7
ckap5	Ckap5
nudt19	Nudt19
zrsr2	Gm73394
hmga2	Hmga2
si:ch211-194p6.7	Itln1
coro1a	Coro1a
iqsec1b	Iqsec1
itih2	Itih2
tfeb	Tfeb
dnajc14	Dnajc14
gpx1a	Gpx3
mtmr1a	Mtmr1
slc6a4a	Slc6a4
pdik1l	Pdik1l
tmed8	Tmed8
ccdc149b	Ccdc149
tent5ba	Tent5b
arhgef12b	Arhgef12
kif3cb	Kif3c
tagln	Tagln
cltcb	Cltc
zdhhc23a	Zdhhc23
egfra	Egfr
rbpms2a	Rbpms2
otc	Otc
daam2	Daam2
ext2	Ext2
ttc19	Ttc19
vegfab	Vegfa
lgals9l4	Lgals9
skila	Skil
pafah1b1a	Pafah1b1
ap1s2	Ap1s2
ankra2	Ankra2
znf326	Zfp326
vip	Vip
mhc1lga	Raet1d
mhc1lga	Cd1d2
mhc1lga	Cd1d1
mhc1lga	Ulbp1
mhc1lga	Raet1e
tcta	Tcta
pcdh10a	Pcdh10
cemip2	Cemip2
ncs1a	Ncs1
eif3bb	Eif3b
vrk3	Vrk3
lgals9l1	Lgals9
ttc3	Ttc3
espnla	Espnl
plekhf2	Plekhf2
safb	Safb
noxred1	Noxred1
si:dkey-172m14.2	Arrdc5
igsf8	Igsf8
sdf4	Sdf4
nucb2b	Nucb2
chm	Chm
chm	Chml
btbd3b	Btbd3
nccrp1	Nccrp1
meis3	Meis3
fbxl16	Fbxl16
rnf214	Rnf214
col9a2	Col9a2
abcg8	Abcg8
mier1b	Mier1
cd99l2	Cd99l2
e2f7	E2f7
letm2	Letm2
ipo4	Ipo4
erich3	Erich3
dennd1a	Dennd1a
adamts2b	Adamts2
oclna	Ocln
gsg1l	Gsg1l
paqr4a	Paqr4
mgaa	Mga
si:ch211-139a5.1	Rnf214
emilin2b	Emilin2
plxna4	Plxna4
znf646	Zfp160
znf646	Ctcfl
znf646	Zfp553
znf646	Zfp282
znf646	Zfp764l1
znf646	Zfp764
znf646	Zfp688
znf646	Zfp92
znf646	Zfp689
ndufaf6	Ndufaf6
si:ch73-59p9.2	Ggt1
mmp2	Mmp2
phf20b	Phf20
cldn26	Cldn22
cldn26	Cldn24
herc2	Herc2
ptges3b	Ptges3
paqr5a	Paqr5
eif3c	Eif3c
cav2	Cav2
metap1d	Metap1d
