mt-nd1	MT-ND1
aspdh	ASPDH
rpl35	RPL35
xpa	XPA
zdhhc9	ZDHHC9
arfgap3	ARFGAP3
stx7l	STX7
paqr5b	PAQR5
ldha	LDHA
UBQLN4	UBQLN4
slc7a9	SLC7A9
colec11	COLEC11
golga1	GOLGA1
syne2b	SYNE2
serpinb1l2	SERPINB1
lrrc18b	LRRC18
capzb	CAPZB
sod1	SOD1
ago3a	AGO3
slc24a2	SLC24A2
svep1	SVEP1
clpxb	CLPX
rogdi	ROGDI
ptprfa	PTPRF
tmem86b	TMEM86B
diabloa	DIABLO
trmt12	TRMT12
GCG	GCG
vstm4b	VSTM4
irf2b	IRF2
rock2b	ROCK2
ttc3	TTC3
mrps5	MRPS5
tiam1a	TIAM1
mylk4b	MYLK4
cd28	CTLA4
cd28	CD28
ark2n	ARK2N
sytl4	SYTL4
pym1	PYM1
p4ha3	P4HA3
sox11a	SOX11
nansa	NANS
pacsin2	PACSIN2
KIF23	KIF23
ccn2a	CCN2
CASP3	CASP3
cmpk2	CMPK2
myca	MYC
c4b	C4B
c4b	C4A
spats2	SPATS2
ark2ca	ARK2C
pimr7	SMC5
hspbp1	HSPBP1
rab25a	RAB25
ubap1la	UBAP1L
HRAS	HRAS
rsad2	RSAD2
mrtfab	MRTFA
slc4a10a	SLC4A10
prc1a	PRC1
gphb5	GPHB5
sel1l	SEL1L
glyr1	GLYR1
golt1a	GOLT1A
pan2	PAN2
celsr2	CELSR2
ZNF385D	ZNF385D
malb	MAL
CDCA7L	CDCA7L
clta	CLTA
fam49bb	CYRIB
srpx2	SRPX2
si:dkeyp-97a10.3	VSTM5
man1b1a	MAN1B1
kdm4aa	KDM4C
spi1a	SPI1
loxhd1a	LOXHD1
kcnh5b	KCNH5
tufm	TUFM
gmds	GMDS
sgo1	SGO1
ltv1	LTV1
rnf144aa	RNF144A
grik1a	GRIK1
tspan6	TSPAN6
card9	CARD9
gltpd2a	CPTP
gltpd2a	GLTPD2
lrrc56	LRRC56
kcnj12b	KCNJ18
kcnj12b	KCNJ12
nphp1	NPHP1
ttll1	TTLL1
rassf7a	RASSF7
pyya	PYY
fibina	FIBIN
FOXC1	FOXC1
selenom	SELENOM
cenpu	CENPU
piwil2	PIWIL2
iglon5	IGLON5
phrf1	PHRF1
snapc4	SNAPC4
whrna	WHRN
mdga1	MDGA1
tyw5	TYW5
zgc:65997	DHRS2
zgc:65997	CBR3
inavaa	INAVA
FOXQ1	FOXQ1
crybg1	CRYBG1
xrcc6	XRCC6
tapt1b	TAPT1
ano3	ANO3
stk24b	STK24
asap1b	ASAP1
maip1	MAIP1
pank1a	PANK1
bcorl1	BCORL1
rpl10a	RPL10A
nbr1b	NBR1
kat2b	KAT2B
arhgap18	ARHGAP18
inpp5jb	INPP5J
acsl1b	ACSL1
clrn2	CLRN2
irf2bp2a	IRF2BP2
id2a	ID2
pgap1	PGAP1
c4b	C4B
c4b	C4A
map1sa	MAP1S
etfb	ETFB
exoc2	EXOC2
st8sia5	ST8SIA5
josd1	JOSD1
dstyk	DSTYK
ppp2r5eb	PPP2R5E
mcat	MCAT
slc15a1b	SLC15A1
gps1	GPS1
lap3	LAP3
apol	APOL5
apol	APOL1
apol	APOL4
apol	APOL6
apol	APOL2
apol	APOL3
dre-mir-107	MIR103A1
dre-mir-107	MIR107
dre-mir-107	MIR103A2
ldb3b	LDB3
vps26c	VPS26C
cstf2	CSTF2
ripply2	RIPPLY1
slc16a12a	SLC16A12
fkbp6	FKBP6
bach1b	BACH1
pomt1	POMT1
cbx7b	CBX7
fance	FANCE
TLE3	TLE3
trmt13	TRMT13
natd1	NATD1
kidins220a	KIDINS220
tmem244	TMEM244
med28	MED28
ormdl2	ORMDL2
lipib	PNLIPRP3
lipib	PNLIP
lipib	LIPI
styx	STYX
aoc2	AOC3
aoc2	AOC2
tmem11	TMEM11
nemp1	NEMP1
anapc1	ANAPC1
sp4	SP4
si:ch211-152c8.5	PPP1R3G
opn4b	OPN4
dhrs13b.1	DHRS13
wdr89	WDR89
KCNJ15	KCNJ15
lim2.5	LIM2
rab5aa	RAB5A
myh7	MYH6
si:ch211-152c8.4	LYRM4
smg8	SMG8
rab38b	RAB38
phf12b	PHF12
dock9b	DOCK9
st3gal5	ST3GAL5
SGPP1	SGPP1
dhrs7b	DHRS7B
cd63	CD63
cep170bb	CEP170B
klhl2	KLHL2
apol	APOL5
apol	APOL1
apol	APOL4
apol	APOL6
apol	APOL2
apol	APOL3
actr10	ACTR10
ep300a	EP300
ppm1e	PPM1E
syt16	SYT16
wnt10a	WNT10A
fars2	FARS2
grm5a	GRM5
ppardb	PPARD
GRIK2	GRIK2
otud6b	OTUD6B
pipox	PIPOX
gnpnat1	GNPNAT1
apobec2a	APOBEC2
letmd1	LETMD1
stxbp1a	STXBP1
rpl37	RPL37
wnt6b	WNT6
polr1a	POLR1A
LACTB2	LACTB2
ftsj1	FTSJ1
elf3	ELF3
SNORD72	SNORD72
trim37	TRIM37
itgb8	ITGB8
pus10	PUS10
l3mbtl2	L3MBTL2
gne	GNE
runx1t1	RUNX1T1
nrn1a	NRN1
washc3	WASHC3
wsb1	WSB1
myoz1b	MYOZ1
snapc1b	SNAPC1
haus3	HAUS3
cramp1	CRAMP1
aimp1b	AIMP1
cfap65	CFAP65
irf4b	IRF9
xkrx	XKR3
xkrx	XKRX
ptgs1	PTGS1
pik3c2b	PIK3C2B
uacab	UACA
gas2a	GAS2
synpo2lb	SYNPO2L
yipf6	YIPF6
amfrb	AMFR
TYR	TYR
arl13a	ARL13A
rxrbb	RXRB
lin28b	LIN28B
f13a1	F13A1
xrcc1	XRCC1
xrcc1	XNDC1N
igsf11	IGSF11
polr1f	POLR1F
dram1	DRAM1
SEC24C	SEC24C
brd1b	BRD1
tmem35	TMEM35A
CHORDC1	CHORDC1
pdcl	PDCL
ferd3l	FERD3L
dtd2	DTD2
klf11a	KLF11
cct4	CCT4
msmo1	MSMO1
lrrc39	LRRC39
dock9b	DOCK9
def6a	DEF6
CACNG2	CACNG2
rreb1a	RREB1
fancf	FANCF
cenpi	CENPI
rpl28	RPL28
triqk	TRIQK
rangap1b	RANGAP1
mat2ab	MAT2A
SLC17A6	SLC17A6
nubpl	NUBPL
TAF1B	TAF1B
nr4a1	NR4A1
cfp	CCDC141
vip	VIP
dusp22	DUSP22
prep	PREP
cplx2a	CPLX1
snx13	SNX13
zc3h7bb	ZC3H7B
cpe	CPE
gnptab	GNPTAB
nuak2	NUAK2
adam17b	ADAM17
esyt2a	ESYT2
pou2f3	POU2F3
si:ch211-283h6.4	C2orf68
tamalin	TAMALIN
eef1a1l3	GSPT2
tp53i13	TP53I13
rpl3	RPL3
sec16a	SEC16A
fbxo5	FBXO5
ddx31	DDX31
poln	POLN
usp39	USP39
ethe1	ETHE1
fam161a	FAM161A
ano5a	ANO5
cibar1	CIBAR1
rrn3	RRN3
dgkaa	DGKA
dbt	DBT
BPHL	BPHL
slc37a2	SLC37A2
esrp2	ESRP2
tmod1	TMOD1
myo1b	MYO1B
niban2a	NIBAN2
arid4b	ARID4B
ptcd3	PTCD3
bmpr2a	BMPR2
vipr2	VIPR2
bysl	BYSL
rab3b	RAB3B
git1	GIT1
rmc1	RMC1
sftpbb	PSAPL1
sftpbb	SFTPB
RAPGEF5	RAPGEF5
nfx1	NFX1
tll1	TLL1
pfkma	PFKM
mtrf1l	MTRF1L
nrd1b	NRDC
tefa	TEF
drp2	DRP2
cfi	CFI
slc31a2	SLC31A2
pard6a	PARD6A
timm10b	TIMM10B
rnf41	RNF41
ccdc15	CCDC15
gspt1l	GSPT1
med20	MED20
SLC22A23	SLC22A23
ndufaf7	NDUFAF7
vmhc	MYH7
phf5a	PHF5A
ilk	ILK
desi2	DESI2
arrdc1b	ARRDC1
ttc39b	TTC39B
aco2	ACO2
chpt1	CHPT1
PIAS1	PIAS1
psmg1	PSMG1
xkr5a	XKR5
fam117ba	FAM117B
notch1a	NOTCH1
gal	GAL
aldh4a1	ALDH4A1
si:dkey-35i13.1	C11orf87
usp49	USP49
trib1	TRIB1
ankrd13b	ANKRD13B
smpd1	SMPD1
csdc2a	CSDC2
ical1	ICA1L
mybbp1a	MYBBP1A
lratd2a	LRATD2
ankrd52a	ANKRD52
tram2	TRAM2
barhl1a	BARHL1
tmcc2	TMCC2
nat8l	NAT8L
larp4aa	LARP4
qsox2	QSOX2
nicol1	NICOL1
cdkn1a	CDKN1A
stox2a	STOX2
zmynd11	ZMYND11
si:ch73-127m5.1	CD5L
si:ch73-127m5.1	CD163L1
jpt2	JPT2
tbc1d7	TBC1D7
tpte	TPTE2
tpte	TPTE
nelfa	NELFA
ggps1	GGPS1
efhc1	EFHC1
fam91a1	FAM91A1
nfatc3a	NFATC3
USP34	USP34
ssh2a	SSH2
pdxdc1	PDXDC1
asb8	ASB8
wdr12	WDR12
SRSF3	SRSF3
btd	BTD
rnf123	RNF123
bcar1	BCAR1
mybpc1	MYBPC1
SKOR1	SKOR1
riok3	RIOK3
entpd2b	ENTPD2
coq10a	COQ10A
mboat2a	MBOAT2
mrpl19	MRPL19
slc6a4a	SLC6A4
CDR2	CDR2
b3galnt2	B3GALNT2
tbl2	TBL2
taf7	TAF7
faah2b	FAAH2
AHCYL1	AHCYL1
mycn	MYCN
pom121	POM121C
pom121	POM121
pom121	POM121L2
pom121	POM121L12
ddx28	DDX28
GNG4	GNG4
casp3a	CASP3
smarcd3b	SMARCD3
polr3e	POLR3E
grin1a	GRIN1
cs	CS
spen	SPEN
CLVS1	CLVS1
tesk1b	TESK1
NSF	NSF
nop58	NOP58
ebf2	EBF2
lyst	LYST
slc9a6a	SLC9A6
zgc:158868	DHRS2
map2k5	MAP2K5
cnga2a	CNGA2
blmh	BLMH
phactr1	PHACTR1
camsap1a	CAMSAP1
rps7	RPS7
zw10	ZW10
wdr55	WDR55
mrpl57	MRPL57
mag	MAG
dip2ca	DIP2C
smek1	PPP4R3A
cyb5a	CYB5A
thsd1	THSD1
ano9a	ANO9
FHL1	FHL1
eef2k	EEF2K
kcnh1a	KCNH1
strip1	STRIP1
asap2a	ASAP2
tln2a	TLN2
pik3c3	PIK3C3
rnaseh1	RNASEH1
mapk8ip3	MAPK8IP3
osbp	OSBP
SNORD11B	SNORD11B
snx25	SNX25
lrp5	LRP5
nid1a	NID1
lsr	LSR
rundc1	RUNDC1
kcnt1a	KCNT1
sigirr	SIGIRR
nufip1	NUFIP1
klhl38a	KLHL38
smad3a	SMAD3
SART1	SART1
mks1	MKS1
rpl27	RPL27
sirt5	SIRT5
racgap1	RACGAP1
kctd17	KCTD17
arhgap5	ARHGAP5
smad6a	SMAD6
bcat2	BCAT2
PKP3	PKP3
gpr137ba	GPR137B
vps36	VPS36
rap1gap2a	RAP1GAP2
rabl6b	RABL6
dip2ba	DIP2B
tmem208	TMEM208
ank1a	ANK1
egln1a	EGLN1
cd81b	CD81
nadka	NADK
spire1a	SPIRE1
amigo3	AMIGO3
sp8b	SP8
ARHGDIA	ARHGDIA
chpf2	CHPF2
LARP4B	LARP4B
dipk1c	DIPK1C
mtrf1	MTRF1
rpain	RPAIN
kcnc1b	KCNC1
ifi35	IFI35
macc1	MACC1
pcm1	PCM1
fitm1l	FITM1
ap2b1	AP2B1
akap6	AKAP6
hhat	HHAT
tsnax	TSNAX
nfia	NFIA
wbp4	WBP4
hsd17b14	HSD17B14
cidea	CIDEA
adcy1a	ADCY1
ppp1r12c	PPP1R12C
imp4	IMP4
plbd1b	PLBD1
lrp1bb	LRP1B
abcf2a	ABCF2
erh	ERH
sergef	SERGEF
zgc:162895	HUS1B
zgc:162895	HUS1
rlbp1a	RLBP1
disc1	DISC1
proser1	PROSER1
cby1	CBY1
atp11c	ATP11C
hdac9b	HDAC9
paplnb	PAPLN
MYOZ1	MYOZ1
GPR61	GPR61
gk	GK2
gk	GK3
gk	GK
socs3b	SOCS3
sh3bp1	SH3BP1
tm2d1	TM2D1
synpo2la	SYNPO2L
bin2a	BIN2
abhd2a	ABHD2
cavin4b	CAVIN4
atp6v1c1b	ATP6V1C1
dars2	DARS2
araf	ARAF
gtpbp4	GTPBP4
stoml3b	STOML3
itgb1bp1	ITGB1BP1
tph1a	TPH1
PLEKHG1	PLEKHG1
pgs1	PGS1
cdc42ep1a	CDC42EP1
TSHR	TSHR
nicn1	NICN1
cryz	CRYZ
zgc:64051	CD53
nags	NAGS
ampd2a	AMPD2
mfge8a	MFGE8
si:ch73-173p19.1	FBXL19
ppfia3	PPFIA3
rgp1	RGP1
azin1b	AZIN1
lrr1	LRR1
tnrc6ba	TNRC6B
ccne2	CCNE2
dnaaf2	DNAAF2
dag1	DAG1
tox	TOX
WDR37	WDR37
hepacamb	HEPACAM
igfbp1a	IGFBP1
tcp1	TCP1
adnp2b	ADNP2
camk2g2	CAMK2G
tp53inp1	TP53INP1
wu:fa25f02	C11orf24
tpma	TPM1
klf11b	KLF11
EIF4E3	EIF4E3
cyth1b	CYTH1
ankrd28b	ANKRD28
igfbp3	IGFBP3
stoml3b	STOML3
ca8	CA8
nfkbiz	NFKBIZ
SHC4	SHC4
nagpa	NAGPA
ppl	PPL
tmem120aa	TMEM120A
grhl1	GRHL1
pnpla7b	PNPLA7
ndufaf6	NDUFAF6
il1rapl2	IL1RAPL2
prok2	PROK2
tmem170a	TMEM170A
lratb.1	LRAT
fam133b	FAM133B
fam133b	FAM133A
SECISBP2L	SECISBP2L
JAGN1	JAGN1
sipa1l2	SIPA1L2
gba2	GBA2
dguok	DGUOK
slc4a2b	SLC4A2
rybpa	RYBP
lratb.2	PLAAT2
lratb.2	PLAAT3
lratb.2	PLAAT5
psmd5	PSMD5
plekhf2	PLEKHF2
rab2a	RAB2A
saal1	SAAL1
fbxo22	FBXO22
mtus2a	MTUS2
dazap2	DAZAP2
TNS3	TNS3
tcn2	TCN2
shq1	SHQ1
acat2	ACAT2
b3galt9	B3GALT9
cdk6	CDK6
gca	GCA
wdr73	WDR73
rbm46	RBM46
pstpip2	PSTPIP2
ccdc117	CCDC117
NPAS3	NPAS3
ppp6r3	PPP6R3
cops2	COPS2
ADARB2	ADARB2
snrpd1	SNRPD1
cfap418	CFAP418
pou6f1	POU6F1
TIMP2	TIMP2
asah1b	ASAH1
dhx29	DHX29
wtap	WTAP
isl2b	ISL2
osbp2b	OSBP2
chd7	CHD7
ywhaqa	YWHAQ
ywhaqa	SFN
gxylt2	GXYLT2
nme3	NME3
e2f6	E2F6
map10	MAP10
sod2	SOD2
inhbaa	INHBA
ntpcr	NTPCR
kcnh7	KCNH7
nt5c3a	NT5C3A
egln3	EGLN3
sugct	SUGCT
QPRT	QPRT
chd1l	CHD1L
mcama	MCAM
mrps34	MRPS34
npy2rl	NPY2R
poglut2	POGLUT2
sfxn2	SFXN2
pstpip1b	PSTPIP1
fgf7	FGF7
pdzrn3b	PDZRN3
CCDC88A	CCDC88A
hivep2a	HIVEP2
tmem184ba	TMEM184B
eapp	EAPP
ptbp2b	PTBP2
fndc1	FNDC1
dph7	DPH7
adam17a	ADAM17
spsb3a	SPSB3
bbs9	BBS9
tspan3b	TSPAN3
dtwd1	DTWD1
hepacam2	HEPACAM2
nrbp2b	NRBP2
mpp2a	MPP2
gal3st2	GAL3ST2
sptssa	SPTSSA
tfcp2	TFCP2
maff	MAFF
slc7a1a	SLC7A1
PLA2G12B	PLA2G12B
tomm22	TOMM22
lamtor3	LAMTOR3
si:ch211-74f19.2	ADISSP
nmbb	NMB
mcf2a	MCF2
stxbp5l	STXBP5L
myot	MYOT
cntn3b	CNTN4
frg1	FRG1
eci2	ECI2
anapc11	ANAPC11
C8orf82	C8orf82
alkbh4	ALKBH4
sec11a	SEC11A
dmc1	DMC1
gabrd	GABRD
ppp1r27b	PPP1R27
iah1	IAH1
puf60b	PUF60
vax2	VAX2
lrwd1	LRWD1
naprt	NAPRT
paxbp1	PAXBP1
CPSF3	CPSF3
dapp1	DAPP1
vps50	VPS50
fgb	FGB
bmper	BMPER
alpk3	ALPK3
HDAC3	HDAC3
rpap1	RPAP1
wwc3	WWC3
mtrex	MTREX
nucb1	NUCB1
p4hb	P4HB
ARL3	ARL3
dmd	DMD
gtf2e1	GTF2E1
hacl1	HACL1
smarce1	SMARCE1
cadm2a	CADM2
bckdk	BCKDK
rabl3	RABL3
crygn2	CRYGN
atp10d	ATP10D
ccndx	CCND3
TRIM8	TRIM8
FIGN	FIGN
ajap1	AJAP1
klhdc3	KLHDC3
eps8l3a	EPS8L3
otofa	OTOF
csrnp2	CSRNP2
tex261	TEX261
fam83hb	FAM83H
tbc1d17	TBC1D17
pecam1b	PECAM1
dpydb	DPYD
ric8a	RIC8A
irf6	IRF6
ap1b1	AP1B1
orai2	ORAI2
ugt1a1	UGT1A1
eaf1	EAF1
rab33a	RAB33A
itga5	ITGA5
fat1a	FAT1
nxph2a	NXPH2
rsl1d1	RSL1D1
fmr1	FMR1
commd8	COMMD8
cdv3	CDV3
SCN8A	SCN8A
ltn1	LTN1
gtf2h1	GTF2H1
spopla	SPOPL
rbm24a	RBM24
WDR77	WDR77
vwa7	VWA7
usp28	USP28
mettl6	METTL6
aff2	AFF2
emc10	EMC10
afg2b	AFG2B
f13a1b	F13A1
snx29	SNX29
cap2	CAP2
zic6	ZXDB
zic6	ZXDA
zic6	ZXDC
sh3gl1b	SH3GL1
htr3b	HTR3B
hps5	HPS5
sh3bp5b	SH3BP5
topbp1	TOPBP1
frmd5b	FRMD5
zic3	ZIC3
rapgef3	RAPGEF3
nphp4	NPHP4
zgc:153317	C15orf48
adcyap1r1b	ADCYAP1R1
colq	COLQ
ids	IDS
tmem135	TMEM135
HNMT	HNMT
gpr101	GPR101
slc30a4	SLC30A4
vps28	VPS28
htr3a	HTR3A
dcps	DCPS
odr4	ODR4
rptor	RPTOR
epx	LPO
epx	MPO
PNPT1	PNPT1
shisa9a	SHISA8
allc	ALLC
plekha8	PLEKHA8
pbrm1	PBRM1
tpra	TPR
bloc1s6	BLOC1S6
hnmt	HNMT
mpnd	MPND
mapk15	MAPK15
pomk	POMK
rab3il1	RAB3IL1
kidins220b	KIDINS220
zbtb16a	ZBTB16
hnmt	HNMT
stard3nl	STARD3NL
capn7	CAPN7
mibp2	NMRK2
plpp1a	PLPP1
mettl22	METTL22
st6galnac1.1	ST6GALNAC1
wdr76	WDR76
best1	BEST1
ercc4	ERCC4
rnf175	RNF175
mrpl2	MRPL2
PPP4R3B	PPP4R3C
PPP4R3B	PPP4R3B
grinaa	GRINA
thsd7ba	THSD7B
pam	PAM
mtnr1aa	MTNR1A
FBN1	FBN1
ostm1	OSTM1
lonrf3	LONRF3
mutyh	MUTYH
ncam1a	NCAM1
fkbp14	FKBP14
FIGNL2	FIGNL2
gas2l1	GAS2L1
cyp4v2a	CYP4V2
RASGRF1	RASGRF1
abcb11b	ABCB11
cep43	CEP43
itpka	ITPKA
fth1b	FTH1
lrit3b	LRIT3
nr2e1	NR2E1
yipf2	YIPF2
klc1b	KLC3
klc1b	KLC4
chn2	CHN2
csgalnact1a	CSGALNACT1
srsf2a	SRSF8
srsf2a	SRSF2
mrtfba	MRTFB
stat6	STAT6
commd5	COMMD5
ewsr1b	EWSR1
CXCR4	CXCR4
nup153	NUP153
zc3h3	ZC3H3
ccr6a	CCR6
cse1l	CSE1L
ripor1	RIPOR1
fam241a	FAM241A
trim2b	TRIM2
gpr135	GPR135
dars1	DARS1
nub1	NUB1
ivd	IVD
CFAP36	CFAP36
mipa	MIP
gabrg1	GABRG1
mafaa	MAFA
rnf157	RNF157
timm29	TIMM29
dffb	DFFB
incenp	INCENP
xylb	XYLB
nxnl2	NXNL2
ptges3a	PTGES3
atpaf1	ATPAF1
ola-mir-181a-2	MIR181A1
atp5f1b	ATP5F1B
slc7a10b	SLC7A10
cpvl	CPVL
b3gnt7l	B3GNT6
PRRC2B	PRRC2B
tmbim1b	TMBIM1
faap24	FAAP24
hephl1b	HEPH
fam199x	FAM199X
PTDSS1	PTDSS1
bahd1	BAHD1
slc48a1a	SLC48A1
prg4a	PRG4
sorbs2a	SORBS2
calcr	CALCR
PTK7	PTK7
cdc42bpb	CDC42BPB
pnkd	PNKD
pla2g4c	PLA2G4C
creb5b	CREB5
mef2d	MEF2D
tdrd12	TDRD12
mterf3	MTERF3
glis1b	GLIS1
wdfy3	WDFY3
trmt10b	TRMT10B
arhgef6	ARHGEF6
gmppaa	GMPPA
dtx3	DTX3
cep104	CEP104
smim19	SMIM19
snx3	SNX3
prlh2r	PRLHR
rhpn1	RHPN1
ola-mir-205	MIR205
rhbdd3	RHBDD3
rhbdf1b	RHBDF1
ola-mir-184-1	MIR184
ccdc32	CCDC32
dusp12	DUSP12
uqcrb	UQCRB
tmed3	TMED3
acvr2ba	ACVR2B
plxna2	PLXNA2
intu	INTU
galnt11	GALNTL5
ranbp9	RANBP9
wscd2	WSCD2
rnd1b	RND1
edf1	EDF1
hao1	HAO1
JAZF1	JAZF1
olfml2bb	OLFML2B
gpr137	GPR137
hbae4	HBA1
hbae4	HBA2
tax1bp1b	TAX1BP1
ino80b	INO80B
kcnb1	KCNB1
dut	DUT
PRAG1	PRAG1
cmklr1	CMKLR1
syvn1	SYVN1
hbbe2	HBE1
slc43a2b	SLC43A2
pdlim3a	PDLIM3
ankrd27	ANKRD27
ssbp3b	SSBP3
vipas39	VIPAS39
TMEM38B	TMEM38B
znf710b	ZNF710
lrrc4ba	LRRC4B
hibadhb	HIBADH
cadm1a	CADM1
sart3	SART3
purg	PURG
asic4a	ASIC4
kifap3b	KIFAP3
slc12a1	SLC12A1
smad5	SMAD5
dre-mir-9-1	MIR9-1
npy2r	NPY2R
rpusd2	RPUSD2
srbd1	SRBD1
gpx7	GPX7
ZNF462	ZNF462
foxo3b	FOXO6
disp2	DISP2
slc38a9	SLC38A9
si:dkey-30k22.5	PLAAT2
si:dkey-30k22.5	PLAAT3
si:dkey-30k22.5	PLAAT5
chpfa	CHPF
rhbg	RHBG
aadat	AADAT
sc5d	SC5D
acot11b	ACOT11
cacnb3b	CACNB3
lrrc14b	LRRC14B
xrcc2	XRCC2
six2a	SIX2
cd34	CD34
reep6	REEP6
pdxka	PDXK
plekhb1	PLEKHB1
med25	MED25
lrata	LRAT
gatad1	GATAD1
hoxa11b	HOXA11
six3a	SIX3
slc13a1	SLC13A1
pitpnab	PITPNA
si:ch73-238c9.1	C19orf25
tbcelb	TBCEL
fbxl16	FBXL16
sema4bb	SEMA4B
RAD23B	RAD23B
apc2	APC2
armc2	ARMC2
mfap3l	MFAP3L
dnajc10	DNAJC10
pdca	PDC
ddost	DDOST
eml1	EML1
klf4	KLF4
camkmt	CAMKMT
actr3b	ACTR3C
actr3b	ACTR3B
aqp8	AQP5
aqp8	AQP10
aqp8	AQP6
clcn3	CLCN3
zfc3h1	ZFC3H1
tecta	TECTA
snca	SNCA
inpp5kb	INPP5K
sesn1	SESN1
ficd	FICD
PTGIS	PTGIS
btbd6b	BTBD6
prepl	PREPL
serf2b	SERF2
septin12	SEPTIN12
hapln2	HAPLN2
lcmt1	LCMT1
plrg1	PLRG1
NPTX1	NPTX1
iscua	ISCU
agpat3	AGPAT3
bcan	BCAN
cers4b	CERS4
plekhm2	PLEKHM2
skap2	SKAP2
pgghg	PGGHG
nol7	NOL7
oxgr1a.3	OXGR1
cds1	CDS1
thumpd3	THUMPD3
slc3a1	SLC3A1
DNAJC13	DNAJC13
nop14	NOP14
efr3bb	EFR3B
nle1	NLE1
hs6st3a	HS6ST3
pip4p2	PIP4P2
CTXN2	CTXN2
rnf182	RNF182
nrg1	NRG1
gadd45ba	GADD45B
wdr93	WDR93
srfb	SRF
ppm1ba	PPM1B
cdk5r2b	CDK5R2
TIMM44	TIMM44
si:ch211-191d15.2	LGI4
si:ch211-191d15.2	CHAD
si:ch211-191d15.2	CHADL
si:ch211-191d15.2	LGI1
si:ch211-191d15.2	LRG1
si:ch211-191d15.2	LRRC26
myef2	MYEF2
cfap100	CFAP100
tmem175	TMEM175
dzip1	DZIP1
rasal3	RASAL3
ccnp	CCNP
abcd3a	ABCD3
b3galt8	B3GALNT1
b3galt8	B3GALT5
b3galt8	B3GNT6
cart ch4	CARTPT
tbc1d15	TBC1D15
fhip2a	FHIP2A
fev	FEV
znhit2	ZNHIT2
fpgt	FPGT
arhgap17a	ARHGAP17
nat9	NAT9
tlcd3a	TLCD3A
xrcc3	XRCC3
slc24a5	SLC24A5
slc1a3b	SLC1A3
zgc:123258	SPPL2A
nit1	NIT1
cryba2a	CRYBA2
coro1ca	CORO1C
tnni3k	TNNI3K
akt2	AKT2
ghrh	GHRH
srgap3	SRGAP3
ola-mir-29b-1	MIR29B2
syt15	SYT15B
syt15	SYT15
PALS1	PALS1
pomgnt1	POMGNT1
cldn10d	CLDN10
serpina10a	SERPINA10
dre-mir-375-1	MIR375
map7d3	MAP7D3
si:dkeyp-86f7.4	RNF128
add1	ADD1
tph2	TPH2
necab1	NECAB1
umps	UMPS
ywhae2	YWHAE
spra	SPR
gabra4	GABRA4
dhx40	DHX40
snx10b	SNX10
sfrp2	SFRP2
pfdn2	PFDN2
tnip2	TNIP2
ablim1a	ABLIM1
ppp4r4	PPP4R4
rpn2	RPN2
pnpla2	PNPLA2
timm23a	TIMM23
timm23a	TIMM23B
evla	EVL
b4gat1	B4GAT1
sema6d	SEMA6D
fn1a	FN1
trpm7	TRPM7
gria4b	GRIA4
dqx1	DQX1
six7	ANHX
f3a	F3
erich3	ERICH3
fam193a	FAM193A
SEMA4D	SEMA4D
c16h7orf31	SPMIP4
degs2	DEGS2
qki2	QKI
tspan1	TSPAN1
tmem64	TMEM64
slc25a36a	SLC25A36
spic	SPIC
nup35	NUP35
aoc1	AOC1
dgke	DGKE
tdp2b	TDP2
grid2ipb	GRID2IP
arhgef19	ARHGEF19
lhx8b	LHX8
smfn	REXO2
asb2a.1	ASB2
tpp1	TPP1
acot13	ACOT13
magi3a	MAGI3
cnn3b	CNN3
ssh1a	SSH1
mphosph6	MPHOSPH6
atp6v1e1b	ATP6V1E2
atp6v1e1b	ATP6V1E1
ubr7	UBR7
zgc:111986	C6orf62
thnsl2	THNSL2
alg14	ALG14
syt7a	SYT7
osbpl3b	OSBPL3
ada2b	ADA2
rin1b	RIN1
srp19	SRP19
tmem251	LYSET
sox3	SOX3
spsb4a	SPSB4
parp1	PARP1
elmod1	ELMOD1
SHC3	SHC3
mybl2b	MYBL2
PIK3R3	PIK3R3
ola-mir-200a	MIR200A
gmnn	GMNN
guf1	GUF1
mir200b	MIR200B
vps39	VPS39
gal3st3	GAL3ST3
abcc4	ABCC4
P2RY4	P2RY4
slc44a5b	SLC44A5
LRRC10B	LRRC10B
dao.1	DAO
YY1	YY1
prph2a	PRPH2
ccs	CCS
tmem242	TMEM242
si:dkey-31g6.6	C17orf67
fads2	FADS3
fads2	FADS2
nmnat3	NMNAT3
RRM2	RRM2
mib2	MIB2
mis18bp1	MIS18BP1
inppl1b	SH2D1B
znf622	ZNF622
cbx8b	CBX8
ddx3xa	DDX3X
ddx3xa	DDX3Y
gpia	GPI
samsn1a	SAMSN1
fads2	FADS3
fads2	FADS2
ift52	IFT52
rbm14b	RBM14
tbcc	TBCC
marchf11	MARCHF11
ripor2	RIPOR2
clstn2a	CLSTN2
rsph14	RSPH14
CBX4	CBX4
sri	CAPNS2
svopa	SVOP
lin9	LIN9
actn3a	ACTN3
arfip1	ARFIP1
myo10	MYO10
bicral	BICRAL
S1PR3	S1PR3
fads2	FADS3
fads2	FADS2
slc35f2	SLC35F2
TBC1D13	TBC1D13
hspg2	HSPG2
card14	CARD14
hif1ab	HIF1A
snrnp48	SNRNP48
zbtb7c	ZBTB7C
hspa13	HSPA13
acbd3	ACBD3
mast2	MAST2
ccdc40	CCDC40
